baseClass,baseLabel,superClass,superLabel
HP:0008223,Compensated hypothyroidism,HP:0000821,Hypothyroidism
DOID:2280,hidradenitis suppurativa,DOID:2282,hidradenitis
HP:0003080,Hydroxyprolinuria,HP:0010907,Abnormality of proline metabolism
HP:0004719,Hyperechogenic kidneys,HP:0012210,Abnormal renal morphology
HP:0002755,Osteomyelitis due to immunodeficiency,HP:0002754,Osteomyelitis
UBERON:3000406,pars interna plectri,UBERON:0000064,organ part
UBERON:0002310,hippocampus fimbria,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0003587,limb connective tissue,UBERON:0002384,connective tissue
CL:0000289,chemotactic amoeboid cell (sensu Mycetozoa),CL:0000732,amoeboid cell
DOID:13520,neonatal infective mastitis,DOID:10690,mastitis
HP:0010183,Abnormality of the middle phalanges of the toes,HP:0010161,Abnormality of the phalanges of the toes
HP:0009295,Short middle phalanx of the 4th finger,HP:0009299,Aplasia/Hypoplasia of the middle phalanx of the 4th finger
UBERON:0014687,temporal sulcus,UBERON:0013118,sulcus of brain
UBERON:0012238,ureteric bud trunk,UBERON:0005103,mesonephric epithelium
HP:0100460,Osteolytic defects of the distal phalanx of the 5th toe,HP:0010387,Osteolytic defects of the phalanges of the 5th toe
UBERON:0001657,superficial temporal vein,UBERON:0003502,neck blood vessel
HP:0001829,Foot polydactyly,HP:0001780,Abnormality of toe
HP:0012204,Recurrent vulvovaginal candidiasis,HP:0002728,Chronic mucocutaneous candidiasis
HP:0004630,Anterior beaking of thoracic vertebrae,HP:0004568,Beaking of vertebral bodies
HP:0100855,Triceps hypoplasia,HP:0009784,Aplasia/Hypoplasia of the triceps
DOID:3644,hypothalamic neoplasm,DOID:368,cerebrum cancer
HP:0003330,Abnormal bone structure,HP:0011842,Abnormality of skeletal morphology
UBERON:0004184,prostate gland stroma,UBERON:0003891,stroma
HP:0009223,Stippling of the epiphysis of the middle phalanx of the 4th finger,HP:0009247,Abnormality of the epiphysis of the middle phalanx of the 4th finger
UBERON:0004573,systemic artery,UBERON:0001637,artery
HP:0006397,Lateral displacement of patellae,HP:0003045,Abnormality of the patella
UBERON:0005478,sulcus limitans of neural tube,UBERON:0002050,embryonic structure
DOID:10151,malignant neoplasm of short bones of lower limb,DOID:10149,long bones of lower limb cancer
HP:0003842,Irregular epiphyses of the upper limbs,HP:0003839,Abnormality involving the epiphyses of the upper limbs
HP:0004008,Sloping radial epiphyses,HP:0003999,Abnormality of radial epiphyses
HP:0002239,Gastrointestinal hemorrhage,HP:0012719,Functional abnormality of the gastrointestinal tract
CL:0002168,border cell of cochlea,CL:0002315,supporting cell of cochlea
HP:0003896,Irregular humeral epiphyses,HP:0003891,Abnormality of the humeral epiphysis
UBERON:0007355,bony part of pharyngotympanic tube,UBERON:0003566,head connective tissue
HP:0004364,Abnormality of nitrogen compound homeostasis,HP:0001939,Abnormality of metabolism/homeostasis
HP:0002563,Constrictive pericarditis,HP:0001701,Pericarditis
HP:0007024,Pseudobulbar paralysis,HP:0002200,Pseudobulbar signs
UBERON:0006647,adventitia of ductus deferens,UBERON:0005742,adventitia
HP:0008393,Congenital curved nail of fourth toe,HP:0008388,Abnormality of the toenail
HP:0001842,Acroosteolysis (feet),HP:0010177,Osteolytic defects of the phalanges of the toes
HP:0002918,Hypermagnesemia,HP:0004921,Abnormality of magnesium homeostasis
UBERON:0016426,proximal interphalangeal joint of little finger,UBERON:0009767,proximal interphalangeal joint
HP:0100746,Macrodactyly of finger,HP:0001167,Abnormality of finger
CL:0002160,basal external epithelial cell of tympanic membrane,CL:0002158,external epithelial cell of tympanic membrane
DOID:5480,ovarian endometrioid adenofibroma,DOID:0060112,ovarian benign neoplasm
DOID:7961,cervical non-keratinizing squamous cell carcinoma,DOID:3744,cervical squamous cell carcinoma
UBERON:2002074,external anterior process of basipterygium,UBERON:0004120,mesoderm-derived structure
UBERON:0011255,Eimer's organ,UBERON:0010314,structure with developmental contribution from neural crest
NCBITaxon:35789,Rickettsia helvetica,NCBITaxon:114277,spotted fever group
DOID:1387,hypolipoproteinemia,DOID:3146,lipid metabolism disorder
DOID:5914,nonencapsulated sclerosing carcinoma,DOID:3969,papillary thyroid carcinoma
HP:0007291,Posterior fossa cyst,HP:0000932,Abnormality of the posterior cranial fossa
HP:0006097,3-4 finger syndactyly,HP:0006101,Finger syndactyly
UBERON:0002555,intermediate hypothalamic region,UBERON:0004121,ectoderm-derived structure
UBERON:0001049,neural tube,UBERON:0007497,developing epithelial placode
UBERON:4200183,bicipital tuberosity,UBERON:0004120,mesoderm-derived structure
UBERON:0011207,iliocostalis lumborum,UBERON:0002251,iliocostalis muscle
HP:0009961,Partial duplication of the phalanges of the 3rd finger,HP:0009999,Partial duplication of the phalanx of hand
CL:0001025,"Kit-positive, Sca1-positive common lymphoid progenitor",CL:0001030,CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor
UBERON:0003356,epithelium of nasal septum,UBERON:0010313,neural crest-derived structure
UBERON:2001533,pharyngobranchial cartilage,UBERON:0011004,pharyngeal arch cartilage
HP:0009563,Distal/middle symphalangism of 2nd finger,HP:0009545,Symphalangism of the 2nd finger
HP:0011359,Dry hair,HP:0010719,Abnormality of hair texture
UBERON:0007316,deep external pudendal artery,UBERON:0003520,pelvis blood vessel
HP:0000168,Abnormality of the gingiva,HP:0000163,Abnormality of the oral cavity
UBERON:0010153,rumen papilla,UBERON:0009034,stomach region
UBERON:2001733,mesethmoid ventral diverging lamella,UBERON:0004120,mesoderm-derived structure
HP:0009439,Short middle phalanx of the 3rd finger,HP:0005819,Short middle phalanx of finger
UBERON:2000438,parhypural,UBERON:0004376,fin bone
CL:1000223,lung neuroendocrine cell,CL:0000082,epithelial cell of lung
UBERON:2001761,pectoral fin lepidotrichium 1,UBERON:4000175,pectoral fin lepidotrichium
HP:0200039,Pustule,HP:0011123,Inflammatory abnormality of the skin
UBERON:0011201,muscle layer of small intestine,UBERON:0012367,muscle layer of intestine
UBERON:2001653,pharyngobranchial 3 tooth,UBERON:0004756,dermal skeletal element
HP:0010657,Patchy reduction of bone mineral density,HP:0004349,Reduced bone mineral density
HP:0100841,Microgastria,HP:0002577,Abnormality of the stomach
UBERON:0005002,mucosa of right hepatic duct,UBERON:0004999,mucosa of biliary tree
NCBITaxon:53527,Culex <subgenus>,NCBITaxon:7174,Culex <genus>
CL:0000932,type II NK T cell secreting interferon-gamma,CL:0000912,helper T cell
UBERON:0001450,calcaneus,UBERON:0011679,proximal tarsal bone
UBERON:0006329,superior pharyngeal constrictor,UBERON:0001569,constrictor muscle of pharynx
UBERON:2005226,median fin proximal radial bone,UBERON:2005225,median fin radial bone
UBERON:0008200,forehead,UBERON:0003102,surface structure
UBERON:0002097,skin of body,UBERON:0000062,organ
DOID:0060139,color agnosia,DOID:4090,agnosia
DOID:0060021,DNA ligase IV deficiency,DOID:628,combined T cell and B cell immunodeficiency
HP:0010067,Aplasia/Hypoplasia of the 1st metatarsal,HP:0010054,Abnormality of the first metatarsal
UBERON:0005320,mesonephric juxtaglomerular apparatus,UBERON:0004120,mesoderm-derived structure
UBERON:0007812,post-anal tail,UBERON:0002415,tail
UBERON:3010241,labial fold,UBERON:3000972,head external integument structure
HP:0100798,Fingernail dysplasia,HP:0001231,Abnormality of the fingernails
DOID:11949,Creutzfeldt-Jakob disease,DOID:649,prion disease
HP:0010499,Patellar subluxation,HP:0003045,Abnormality of the patella
UBERON:0006351,principal vein of forelimb,UBERON:0006443,prinicipal vein of limb
DOID:11830,myopia,DOID:9835,refractive error
DOID:1456,glossitis,DOID:10944,tongue disease
UBERON:0009743,visceral yolk sac cavity,UBERON:0002050,embryonic structure
HP:0001920,Renal artery stenosis,HP:0100545,Arterial stenosis
DOID:11783,necrosis of ear ossicle,DOID:2742,auditory system disease
UBERON:0012112,ingested food,UBERON:0000463,portion of organism substance
UBERON:3000647,crista interna,UBERON:0004120,mesoderm-derived structure
DOID:7757,childhood leukemia,DOID:1240,leukemia
HP:0011912,Abnormality of the glenoid fossa,HP:0003043,Abnormality of the shoulder
HP:0007314,White matter neuronal heterotopia,HP:0002282,Heterotopia
CL:0000784,plasmacytoid dendritic cell,CL:0000451,dendritic cell
DOID:3525,middle cerebral artery infarction,DOID:3526,cerebral infarction
UBERON:0006364,ureteric bud tip,UBERON:0000083,mesonephric tubule
HP:0001015,Prominent superficial veins,HP:0007394,Prominent superficial blood vessels
UBERON:0004804,oviduct epithelium,UBERON:0005156,reproductive structure
UBERON:0009129,right atrium endocardium,UBERON:0010314,structure with developmental contribution from neural crest
DOID:8704,genital herpes,DOID:8566,herpes simplex
UBERON:0015006,coccygeal vertebra endochondral element,UBERON:0004120,mesoderm-derived structure
CL:1000313,gastric goblet cell,CL:0002180,mucous cell of stomach
UBERON:0003711,brachiocephalic vein,UBERON:0001638,vein
HP:0009188,Pseudoepiphysis of the distal phalanx of the 5th finger,HP:0009198,Abnormality of the epiphysis of the distal phalanx of the 5th finger
UBERON:0013590,cruciate sulcus,UBERON:0013118,sulcus of brain
HP:0003643,Sulfite oxidase deficiency,HP:0004339,Abnormality of sulfur amino acid metabolism
HP:0100186,Ivory epiphysis of the middle phalanx of the 4th toe,HP:0100095,Abnormality of the epiphysis of the middle phalanx of the 4th toe
UBERON:0010250,middle meningeal artery,UBERON:0010314,structure with developmental contribution from neural crest
DOID:14320,generalized anxiety disorder,DOID:2030,anxiety disorder
HP:0100176,Pseudoepiphysis of the distal phalanx of the 4th toe,HP:0100073,Pseudoepiphyses of the 4th toe
UBERON:0002959,subfascicular nucleus,UBERON:0015233,nucleus of dorsal thalamus
HP:0100665,Angioedema,HP:0000969,Edema
UBERON:0010321,skeletal element of eye region,UBERON:0010313,neural crest-derived structure
DOID:13651,eversion of lacrimal punctum,DOID:1400,lacrimal apparatus disease
HP:0009391,Stippling of the epiphyses of the 5th finger,HP:0010237,Epiphyseal stippling of finger phalanges
HP:0005772,Aplasia/Hypoplasia of the tibia,HP:0002992,Abnormality of the tibia
HP:0011060,Dentinogenesis imperfecta limited to primary teeth,HP:0000703,Dentinogenesis imperfecta
UBERON:4200118,pubic peduncle,UBERON:0004530,bony projection
UBERON:0007374,incus cartilage element,UBERON:0005863,cartilaginous condensation
UBERON:0010195,renal portal system,UBERON:0005806,portal system
HP:0010236,Small epiphyses of the phalanges of the hand,HP:0005920,Abnormality of the epiphyses of the phalanges of the hand
UBERON:0005701,lower jaw molar odontogenic papilla,UBERON:0010258,mesenchyme from rhombencephalic neural crest
UBERON:2000127,antorbital,UBERON:0008907,dermal bone
HP:0012252,Abnormal respiratory system morphology,HP:0002086,Abnormality of the respiratory system
HP:0000543,Optic disc pallor,HP:0000587,Abnormality of the optic nerve
HP:0100116,Irregular epiphysis of the middle phalanx of the 2nd toe,HP:0100049,Irregular epiphyses of the 2nd toe
HP:0009507,Irregular epiphysis of the distal phalanx of the 2nd finger,HP:0009499,Abnormality of the epiphysis of the distal phalanx of the 2nd finger
UBERON:2001769,anal fin lepidotrichium 1,UBERON:4000176,anal fin lepidotrichium
UBERON:0007727,interphalangeal joint of pedal digit 4,UBERON:0007721,interphalangeal joint of pes
DOID:9269,maple syrup urine disease,DOID:0060159,organic acidemia
UBERON:0015795,right lung lobar bronchus epitheium,UBERON:0003364,epithelium of right lung
UBERON:0003905,bursal follicle,UBERON:0000064,organ part
HP:0000559,Corneal scarring,HP:0100699,Scarring
CL:1000891,kidney arterial blood vessel cell,CL:1000854,kidney blood vessel cell
UBERON:2001765,pectoral fin lepidotrichium 5,UBERON:4000175,pectoral fin lepidotrichium
HP:0010075,Duplication of the 1st metatarsal,HP:0010066,Duplication of phalanx of hallux
DOID:9138,stomach carcinoma in situ,DOID:8719,in situ carcinoma
UBERON:2001792,pharyngobranchial 3 bone uncinate process,UBERON:0010314,structure with developmental contribution from neural crest
HP:0010126,Abnormality of the epiphysis of the proximal phalanx of the hallux,HP:0010056,Abnormality of the epiphyses of the hallux
HP:0004925,Chronic lactic acidosis,HP:0003128,Lactic acidosis
UBERON:2000735,hemal postzygapophysis,UBERON:0004247,bone of dorsum
UBERON:0008933,primary somatosensory cortex,UBERON:0008930,somatosensory cortex
UBERON:0006328,laryngeal intrinsic muscle,UBERON:0001568,muscle of larynx
UBERON:0002093,spinal dura mater,UBERON:0003292,meninx of spinal cord
DOID:7037,childhood immature teratoma of ovary,DOID:6331,immature teratoma of ovary
HP:0011827,Malaligned philtral ridges,HP:0000288,Abnormality of the philtrum
UBERON:0006459,third thoracic spinal cord segment,UBERON:0007715,thoracic subsegment of spinal cord
CL:0007003,preodontoblast,CL:0000055,non-terminally differentiated cell
HP:0001739,Abnormality of the nasopharynx,HP:0000600,Abnormality of the pharynx
UBERON:0016410,male breast,UBERON:0000310,breast
UBERON:0006652,muscular layer of vagina,UBERON:0014404,female anatomical structure
UBERON:0002456,internal thoracic artery,UBERON:0004573,systemic artery
UBERON:0008804,stylopharyngeus muscle,UBERON:0003831,respiratory system muscle
HP:0008922,Childhood-onset short-trunk short stature,HP:0003521,Disproportionate short-trunk short stature
HP:0010015,Absent epiphysis of the 1st metacarpal,HP:0009686,Absent epiphyses of the thumb
HP:0012737,Small intestinal polyp,HP:0100833,Neoplasm of the small intestine
UBERON:2001849,epihyal-branchiostegal ray joint,UBERON:0000982,skeletal joint
HP:0001257,Spasticity,HP:0001276,Hypertonia
UBERON:3000866,agger limitans anterior of ilium,UBERON:0004120,mesoderm-derived structure
UBERON:3000949,posterior ramus of cleithrum,UBERON:0000064,organ part
DOID:4608,common bile duct neoplasm,DOID:0050625,biliary tract neoplasm
UBERON:0004660,mandible coronoid process,UBERON:0010313,neural crest-derived structure
UBERON:2005368,dorsal fin pterygiophore 5,UBERON:2001419,dorsal fin pterygiophore
HP:0010083,Triangular shaped distal phalanx of the hallux,HP:0010065,Triangular shaped phalanges of the hallux
UBERON:0004236,arteriole smooth muscle,UBERON:0002111,artery smooth muscle tissue
CL:0002561,outer root sheath cell,CL:0000362,epidermal cell
HP:0011079,Impacted tooth,HP:0000706,Unerupted tooth
DOID:4749,middle cranial fossa meningioma,DOID:3565,meningioma
UBERON:0015225,atrial foramen intermedium,UBERON:0004120,mesoderm-derived structure
UBERON:0002501,oval window,UBERON:0004120,mesoderm-derived structure
UBERON:0013244,vaginal plate,UBERON:0002050,embryonic structure
HP:0010258,Bracket epiphyses of the middle phalanges of the hand,HP:0010229,Bracket epiphyses of the phalanges of the hand
HP:0008391,Dystrophic fingernails,HP:0008404,Nail dystrophy
DOID:4028,angioma serpiginosum,DOID:471,skin hemangioma
UBERON:0003458,neck bone,UBERON:0007914,head or neck bone
UBERON:0013732,vestibule of nasal cavity,UBERON:0001349,vestibule
UBERON:0004119,endoderm-derived structure,UBERON:0000061,anatomical structure
DOID:13109,bladder leiomyoma,DOID:0050623,bladder benign neoplasm
CL:0002622,prostate stromal cell,CL:0000499,stromal cell
HP:0200124,Chronic hepatitis due to cryptospridium infection,HP:0200123,Chronic hepatitis
UBERON:0016479,fibrous capsule of liver,UBERON:0003893,capsule
UBERON:0015152,gland of orbital region,UBERON:0010313,neural crest-derived structure
DOID:3443,mammary Paget's disease,DOID:3458,breast adenocarcinoma
DOID:2632,papillary serous adenocarcinoma,DOID:3112,papillary adenocarcinoma
UBERON:0005004,mucosa of right ureter,UBERON:0004980,mucosa of ureter
HP:0003304,Spondylolysis,HP:0000925,Abnormality of the vertebral column
HP:0010427,Partial duplication of the middle phalanx of the 2nd toe,HP:0010412,Duplication of the middle phalanx of the 2nd toe
UBERON:0001069,head of pancreas,UBERON:0000064,organ part
UBERON:2001470,anterior lateral line,UBERON:0010202,lateral line
UBERON:0001093,vertebral bone 2,UBERON:0002412,vertebra
UBERON:0006644,tunica albuginea of ovary,UBERON:0006610,tunica albuginea
DOID:8303,congenital granular cell tumor,DOID:3350,mesenchymal cell neoplasm
DOID:0050913,large intestine adenocarcinoma,DOID:5672,large intestine cancer
HP:0006812,White mater abnormalities in the posterior periventricular region,HP:0002500,Abnormality of the cerebral white matter
DOID:6612,leukocyte adhesion deficiency,DOID:0050737,autosomal recessive disease
UBERON:0015089,distal carpal bone 2 pre-cartilage condensation,UBERON:0015087,distal carpal bone 2 endochondral element
HP:0001351,Jerk-locked premyoclonus spikes,HP:0001311,Abnormal nervous system electrophysiology
HP:0006689,Bacterial endocarditis,HP:0100584,Endocarditis
UBERON:0016391,thymic lymph node,UBERON:0000029,lymph node
UBERON:0002056,inferior suprarenal artery,UBERON:0005624,suprarenal artery
UBERON:2001709,infraorbital series,UBERON:0000477,anatomical cluster
UBERON:0004481,musculature of upper limb,UBERON:0004480,musculature of limb
DOID:0050865,tongue squamous cell carcinoma,DOID:8649,tongue cancer
UBERON:0012305,marginal cutaneous pouch of ear,UBERON:0001459,skin of external ear
HP:0001469,Abnormality of the musculature of the pelvis,HP:0003011,Abnormality of the musculature
UBERON:3000808,parasagittal processes,UBERON:0004120,mesoderm-derived structure
UBERON:0002799,fronto-orbital sulcus,UBERON:0003022,cerebral cortex lobe
UBERON:2002068,lower hypural set,UBERON:0000477,anatomical cluster
HP:0009187,Bracket epiphysis of the distal phalanx of the 5th finger,HP:0009198,Abnormality of the epiphysis of the distal phalanx of the 5th finger
UBERON:0011950,mammary gland luminal epithelium,UBERON:0004121,ectoderm-derived structure
HP:0008069,Neoplasm of the skin,HP:0000951,Abnormality of the skin
HP:0000629,Periorbital fullness,HP:0000606,Abnormality of the periorbital region
UBERON:0013738,parabrachial pigmental nucleus,UBERON:0002438,ventral tegmental nucleus
UBERON:4000081,cosmoid scale,UBERON:0007380,dermal scale
CL:0002294,type-1 epithelial cell of thymus,CL:0002364,cortical thymic epithelial cell
DOID:5805,subvalvular aortic stenosis,DOID:1712,aortic valve stenosis
UBERON:0004332,proximal phalanx of pedal digit 1,UBERON:0003640,pedal digit 1 phalanx
HP:0004259,Abnormality of the hamate bone,HP:0001191,Abnormality of the carpal bones
UBERON:0005460,left vitelline vein,UBERON:0015212,lateral structure
UBERON:0012082,bronchial lumen,UBERON:0000464,anatomical space
UBERON:0001849,membranous labyrinth,UBERON:0000062,organ
DOID:12785,diabetic polyneuropathy,DOID:9743,diabetic neuropathy
CL:0002410,pancreatic stellate cell,CL:0000057,fibroblast
HP:0010196,Bullet-shaped middle phalanges of the toes,HP:0010175,Bullet-shaped phalanges of the toes
UBERON:2000305,ventral sulcus,UBERON:0004121,ectoderm-derived structure
NCBITaxon:11234,Measles virus,NCBITaxon:11229,Morbillivirus
HP:0007204,Diffuse white matter abnormalities,HP:0002500,Abnormality of the cerebral white matter
HP:0100944,Sclerosis of the distal phalanx of the hallux,HP:0010053,Abnormality of the distal phalanx of the hallux
UBERON:0009671,nasal fin,UBERON:0004121,ectoderm-derived structure
UBERON:0001734,palatine uvula,UBERON:0004121,ectoderm-derived structure
UBERON:0006340,fourth ventricle choroid plexus stroma,UBERON:0010314,structure with developmental contribution from neural crest
HP:0010157,Small epiphysis of the 1st metatarsal,HP:0010121,Small epiphyses of the hallux
CL:0000402,CNS interneuron,CL:0000099,interneuron
UBERON:0003301,roof plate of diencephalon,UBERON:0003298,roof plate of neural tube
HP:0009175,Patchy sclerosis of the middle phalanx of the 5th finger,HP:0100907,Sclerosis of the middle phalanx of the 5th finger
UBERON:3000523,pterygoid process of palatoquadrate,UBERON:0010314,structure with developmental contribution from neural crest
HP:0005830,Flexion contracture of toe,HP:0001836,Camptodactyly (feet)
UBERON:0009908,caudal root of abducens nerve,UBERON:0002786,abducens nerve fibers
UBERON:0003588,forelimb connective tissue,UBERON:0003587,limb connective tissue
DOID:0050592,asphyxiating thoracic dystrophy,DOID:0050737,autosomal recessive disease
UBERON:0009062,posterior air sac,UBERON:0009060,air sac
UBERON:2005102,presumptive median fin fold,UBERON:0006598,presumptive structure
DOID:12339,retroperitoneal lymphoma,DOID:5875,retroperitoneal cancer
DOID:13757,excessive tearing,DOID:1400,lacrimal apparatus disease
HP:0007378,Neoplasm of the gastrointestinal tract,HP:0011024,Abnormality of the gastrointestinal tract
HP:0009571,Curved middle phalanx of the 2nd finger,HP:0009549,Curved phalanges of the 2nd finger
UBERON:0002972,centromedian nucleus,UBERON:0015233,nucleus of dorsal thalamus
UBERON:0004434,proximal epiphysis of distal phalanx of manual digit 4,UBERON:0004420,proximal epiphysis of phalanx of manual digit 4
UBERON:0002760,ventral corticospinal tract,UBERON:0001018,axon tract
HP:0005364,Severe viral infections,HP:0004429,Recurrent viral infections
UBERON:0002491,lambdoid suture,UBERON:0004120,mesoderm-derived structure
HP:0008037,Absent anterior eye chamber,HP:0000593,Abnormality of the anterior chamber
NCBITaxon:30639,Mastomys,NCBITaxon:39107,Murinae
UBERON:0004632,thoracic vertebra 7,UBERON:0002347,thoracic vertebra
CL:0002044,"Kit-positive, integrin beta7-high basophil mast progenitor cell",CL:0002028,basophil mast progenitor cell
HP:0001328,Specific learning disability,HP:0100543,Cognitive impairment
DOID:8439,postgastrectomy syndrome,DOID:5295,intestinal disease
UBERON:0004741,cleithrum,UBERON:0007829,pectoral girdle bone
HP:0000483,Astigmatism,HP:0000539,Abnormality of refraction
CL:1000979,ureter smooth muscle cell,CL:1000601,ureteral cell
UBERON:2000728,somite 2,UBERON:0002329,somite
UBERON:0009778,pleural sac,UBERON:0015212,lateral structure
HP:0001780,Abnormality of toe,HP:0001760,Abnormality of the foot
UBERON:0008924,sublaminar layer S3,UBERON:0009731,sublaminar layers S3 or S4
UBERON:0014781,stomodeal ectoderm,UBERON:0000483,epithelium
DOID:10812,nasal cavity olfactory neuroblastoma,DOID:10811,nasal cavity cancer
UBERON:0005236,osseus labyrinth vestibule,UBERON:0010313,neural crest-derived structure
UBERON:2002193,dorsolateral septum,UBERON:0004121,ectoderm-derived structure
UBERON:2001243,epibranchial 1 bone,UBERON:2000658,epibranchial bone
HP:0010698,Nuclear pulverulent cataract,HP:0010925,Nuclear punctate cataract
UBERON:0001632,temporal artery,UBERON:0003496,head blood vessel
HP:0009937,Facial hirsutism,HP:0009889,Localized hirsutism
UBERON:4000175,pectoral fin lepidotrichium,UBERON:4440011,paired fin lepidotrichium
DOID:2645,benign mesothelioma,DOID:0060084,cell type benign neoplasm
HP:0004765,Episodic supraventricular tachycardia,HP:0004755,Supraventricular tachycardia
CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000910,cytotoxic T cell
DOID:4166,syphilis,DOID:0050338,primary bacterial infectious disease
HP:0004022,Sclerotic radial metaphysis with longitudinal striations,HP:0004015,Abnormality of radial metaphyses
UBERON:2005382,dorsal fin proximal radial bone 5,UBERON:2105382,dorsal fin proximal radial element 5
DOID:5900,meningeal melanocytoma,DOID:4955,central nervous system melanocytic neoplasm
CL:0000435,alkali secreting cell,CL:0000151,secretory cell
UBERON:0003248,epithelium of footplate,UBERON:0000490,unilaminar epithelium
UBERON:0014554,CA1 stratum radiatum,UBERON:0014567,layer of hippocampal field
UBERON:0001770,lacrimal canaliculus,UBERON:0000063,organ segment
HP:0003001,Glomus jugular tumor,HP:0002864,Paraganglioma of head and neck
HP:0011503,Aplasia of the fovea,HP:0008060,Aplasia/Hypoplasia of the fovea
UBERON:0004687,lieno-renal ligament,UBERON:0003567,abdomen connective tissue
HP:0100142,Pseudoepiphysis of the distal phalanx of the 3rd toe,HP:0100091,Abnormality of the epiphysis of the distal phalanx of the 3rd toe
UBERON:0012337,cauda equina,UBERON:0005162,multi cell component structure
DOID:10881,"hand, foot and mouth disease",DOID:934,viral infectious disease
HP:0005682,Talocalcaneal synostosis,HP:0008368,Tarsal synostosis
CL:1001435,periglomerular cell,CL:1001434,olfactory bulb interneuron
DOID:0050795,cone dystrophy,DOID:5679,retinal disease
UBERON:2007028,spinal cord neural keel,UBERON:0004121,ectoderm-derived structure
HP:0012237,Urocanic aciduria,HP:0010996,Abnormality of monocarboxylic acid metabolism
HP:0005611,Craniodiaphyseal osteosclerosis,HP:0003034,Diaphyseal sclerosis
CL:0002589,smooth muscle cell of the brachiocephalic vasculature,CL:0000359,vascular associated smooth muscle cell
UBERON:0002288,choroid plexus of third ventricle,UBERON:0001886,choroid plexus
HP:0012501,Abnormality of the brainstem white matter,HP:0002363,Abnormality of the brainstem
UBERON:2000347,dorsal zone of median tuberal portion of hypothalamus,UBERON:0003048,regional part of hypothalamus
UBERON:0002127,inferior olivary complex,UBERON:0003528,brain grey matter
UBERON:0005304,submucous nerve plexus,UBERON:0000429,enteric plexus
HP:0008288,Nonketotic hyperglycinemia,HP:0002154,Hyperglycinemia
UBERON:0001742,epiglottic cartilage,UBERON:0001739,laryngeal cartilage
UBERON:0014611,apex of thoracic spinal cord dorsal horn,UBERON:0006983,anatomical point
HP:0001441,Abnormality of the musculature of the thigh,HP:0001437,Abnormality of the musculature of the lower limbs
UBERON:0013617,upper primary molar tooth,UBERON:0013616,primary molar tooth
UBERON:0001335,prostatic urethra,UBERON:0006554,urinary system structure
DOID:4196,femoral neuropathy,DOID:1188,mononeuropathy
UBERON:0008917,ampullary organ,UBERON:0003103,compound organ
HP:0001288,Gait disturbance,HP:0100022,Abnormality of movement
DOID:3199,C-P angle neurinoma,DOID:3200,cerebellopontine angle tumor
UBERON:0014694,posterior auricular artery,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:3010456,lower blastopore lip,UBERON:3010455,blastopore lip
UBERON:0000479,tissue,UBERON:0010000,multicellular anatomical structure
HP:0011666,Absent right superior vena cava,HP:0005301,Persistent left superior vena cava
UBERON:0001623,dorsal nasal artery,UBERON:0015156,terminal branch of ophthalmic artery
DOID:2348,arteriosclerotic cardiovascular disease,DOID:2349,arteriosclerosis
UBERON:0006966,heart capillary,UBERON:0003498,heart blood vessel
DOID:6776,breast myoepithelial carcinoma,DOID:3459,breast carcinoma
UBERON:0005289,tela choroidea of telencephalic ventricle,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0005074,postganglionic parasympathetic nervous system,UBERON:0000011,parasympathetic nervous system
UBERON:2001223,basibranchial 1 bone,UBERON:0002513,endochondral bone
DOID:8361,glassy cell variant cervical adenosquamous carcinoma,DOID:5636,cervical adenosquamous carcinoma
UBERON:0014881,distal epiphysis of distal phalanx of manual digit 1,UBERON:0014886,distal epiphysis of distal phalanx of manual digit
UBERON:3010528,articular process of palatoquadrate,UBERON:0000064,organ part
UBERON:0008904,neuromast,UBERON:0000477,anatomical cluster
UBERON:0005409,gastrointestinal system,UBERON:0000467,anatomical system
HP:0100253,Abnormality of the medullary cavity of the long bones,HP:0011314,Abnormality of long bone morphology
UBERON:0005620,primary palate,UBERON:0010313,neural crest-derived structure
HP:0011171,Simple febrile seizures,HP:0002373,Febrile seizures
UBERON:2002232,presumptive cardiac ventricle primitive heart tube,UBERON:0002050,embryonic structure
HP:0010418,Patchy sclerosis of the distal phalanx of the 2nd toe,HP:0010190,Patchy sclerosis of the distal phalanges of the toes
HP:0011969,Elevated luteinizing hormone,HP:0000837,Gonadotropin excess
DOID:13756,epiphora due to insufficient drainage,DOID:13757,excessive tearing
DOID:12190,descending colon cancer,DOID:219,colon cancer
UBERON:0009673,accessory XI nerve cranial component,UBERON:0001785,cranial nerve
UBERON:0004380,proximal epiphysis,UBERON:0001437,epiphysis
DOID:5485,synovial sarcoma,DOID:2706,synovium cancer
HP:0006751,Paraspinal neurofibromas,HP:0001067,Neurofibromas
UBERON:0005262,ventricle cardiac jelly,UBERON:0003906,cardiac jelly
HP:0010706,1-3 finger syndactyly,HP:0006101,Finger syndactyly
UBERON:0002403,internal intercostal muscle,UBERON:0001111,intercostal muscle
NCBITaxon:138949,Human enterovirus B,NCBITaxon:12059,Enterovirus
UBERON:0014672,distal interphalangeal joint of pedal digit 2,UBERON:0014677,distal interphalangeal joint of digit 2
