id	label	xrefs	anatomy_id	anatomy_label
DOID:5044	cardiac granular cell neoplasm			
DOID:5238	benign perivascular tumor			
DOID:2436	glomangioma	ICDO:8712/0		
DOID:2435	skin glomangioma		UBERON:0000014	zone of skin
DOID:6048	telangiectatic glomangioma			
DOID:7996	familial glomangioma			
DOID:6906	glomangiomatosis	ICDO:8711/1		
DOID:8020	glomangiomyoma	ICDO:8713/0		
DOID:60006	benign vascular tumor			
DOID:1475	lymphangioma	ICDO:9170/0		
DOID:2286	capillary lymphangioma	ICDO:9171/0	UBERON:0001982	capillary
DOID:3081	cystic lymphangioma	ICDO:9173/0		
DOID:60007	cerebrovascular benign neoplasm			
DOID:8012	benign pericardial teratoma		UBERON:0002407	pericardium
DOID:0060092	immune system organ benign neoplasm		UBERON:0005057	immune organ
DOID:0080617	lymph node benign neoplasm		UBERON:0000029	lymph node
DOID:8304	lymph node palisaded myofibroblastoma			
DOID:4419	benign deep fibrous histiocytoma			
DOID:0060097	thoracic benign neoplasm		UBERON:0000915	thoracic segment of trunk
DOID:0060082	breast benign neoplasm		UBERON:0000310	breast
DOID:10350	breast cyst			
DOID:10349	solitary cyst of breast			
DOID:10686	lactocele			
DOID:10352	breast fibroadenosis			
DOID:10354	breast fibrocystic disease			
DOID:3274	proliferative type fibrocystic change of breast			
DOID:8310	sclerosing adenosis of breast			
DOID:5997	non-proliferative fibrocystic change of the breast			
DOID:10353	fibrosclerosis of breast			
DOID:5999	apocrine adenosis of breast			
DOID:1616	benign eccrine breast spiradenoma			
DOID:1623	breast leiomyoma			
DOID:1629	breast myofibroblastoma			
DOID:1631	benign breast phyllodes tumor			
DOID:1641	benign breast adenomyoepithelioma			
DOID:3003	nipple benign neoplasm		UBERON:0002030	nipple
DOID:7533	subareolar duct papillomatosis			
DOID:3009	breast neuroendocrine neoplasm			
DOID:3013	intraductal breast benign neoplasm			
DOID:1628	intraductal papillary breast neoplasm			
DOID:6839	breast intraductal proliferative lesion			
DOID:6841	flat ductal epithelial atypia			
DOID:476	breast hemangioma			
DOID:6491	breast capillary hemangioma			
DOID:6492	breast epithelioid hemangioma			
DOID:6641	breast juvenile papillomatosis			
DOID:7511	breast intraductal papillomatosis			
DOID:9504	benign mammary dysplasia			
DOID:0060117	peritoneal benign neoplasm		UBERON:0002358	peritoneum
DOID:0081026	benign peritoneal solitary fibrous tumor			
DOID:1789	benign peritoneal mesothelioma			
DOID:0060099	musculoskeletal system benign neoplasm		UBERON:0002204	musculoskeletal system
DOID:0060123	connective tissue benign neoplasm		UBERON:0002384	connective tissue
DOID:0050871	fibroma	ICDO:8810/0		
DOID:0060094	bone benign neoplasm		UBERON:0001474	bone element
DOID:0050895	bone ameloblastoma			
DOID:0060098	osteoblastoma	ICDO:9200/0		
DOID:166	melanotic neuroectodermal tumor	ICDO:9363/0		
DOID:180	ossifying fibroma	ICDO:9262/0		
DOID:200	benign giant cell tumor			
DOID:314	tenosynovial giant cell tumor	ICDO:9252/0	UBERON:0000304	tendon sheath
DOID:4305	bone giant cell tumor			
DOID:1866	giant cell reparative granuloma			
DOID:6610	bone epithelioid hemangioma			
DOID:8153	fibroosseous pseudotumor of digits			
DOID:0080109	infantile myofibromatosis			
DOID:0080366	desmoid tumor			
DOID:2701	nodular tenosynovitis			
DOID:315	synovium neoplasm			
DOID:3814	soft tissue chondroma			
DOID:4231	histiocytoma	ICDO:8831/0		
DOID:4415	fibrous histiocytoma			
DOID:4418	cutaneous fibrous histiocytoma		UBERON:0000014	zone of skin
DOID:4386	myofibroma	ICDO:8824/0		
DOID:461	muscle benign neoplasm		UBERON:0002385	muscle tissue
DOID:4044	skeletal muscle neoplasm			
DOID:4310	smooth muscle tumor			
DOID:5039	myoblastoma			
DOID:0060115	nervous system benign neoplasm		UBERON:0001016	nervous system
DOID:0060090	central nervous system benign neoplasm		UBERON:0001017	central nervous system
DOID:0080320	peripheral nervous system benign neoplasm			
DOID:0080321	autonomic nervous system benign neoplasm			
DOID:4817	ganglioneuroma	ICDO:9490/0		
DOID:0081283	papillary glioneuronal tumor	ICDO:9509/1		
DOID:0081284	rosette-forming glioneuronal tumor	ICDO:9509/1		
DOID:0081285	myxoid glioneuronal tumor	ICDO:9509/1		
DOID:0081302	diffuse leptomeningeal glioneuronal tumor	ICDO:9509/3		
DOID:0081303	multinodular and vacuolating neuronal tumor	ICDO:9509/0	UBERON:0001869	cerebral hemisphere
DOID:0081305	polymorphous low grade neuroepithelial tumour of the young	ICDO:9413/0		
DOID:2426	gangliocytoma	ICDO:9492/0		
DOID:2679	dysembryoplastic neuroepithelial tumor	ICDO:9413/0		
DOID:3840	craniopharyngioma	ICDO:9350/1		
DOID:3846	adamantinous craniopharyngioma	ICDO:9351/1		
DOID:3847	papillary craniopharyngioma	ICDO:9352/1		
DOID:4587	benign meningioma			
DOID:5900	meningeal melanocytoma	ICDO:8728/1		
DOID:0060096	sensory organ benign neoplasm		UBERON:0001032	sensory system
DOID:0050906	conjunctival nevus		UBERON:0001811	conjunctiva
DOID:0080619	auditory system benign neoplasm		UBERON:0016490	auditory system
DOID:2001	neuroma	ICDO:9570/0		
DOID:3192	neurilemmoma	ICDO:9560/3		
DOID:12689	acoustic neuroma			
DOID:3196	cellular schwannoma			
DOID:3197	schwannoma of twelfth cranial nerve		UBERON:0001650	hypoglossal nerve
DOID:3203	macrocystic neurilemmoma			
DOID:3204	neurilemmomatosis			
DOID:3205	melanotic neurilemmoma			
DOID:6484	mediastinal melanocytic neurilemmoma			
DOID:3206	plexiform schwannoma			
DOID:955	benign neurilemmoma			
DOID:7922	benign mediastinal neurilemmoma			
DOID:7921	benign mediastinal psammomatous neurilemmoma			
DOID:956	peripheral nerve schwannoma			
DOID:11888	schwannoma of ureter		UBERON:0000056	ureter
DOID:6175	mediastinal neurilemmoma		UBERON:0003728	mediastinum
DOID:5046	mediastinal granular cell myoblastoma			
DOID:6735	schwannoma of jugular foramen		UBERON:0005456	jugular foramen
DOID:5155	multiple mucosal neuroma			
DOID:0060121	integumentary system benign neoplasm		UBERON:0002416	integumental system
DOID:3165	skin benign neoplasm		UBERON:0000014	zone of skin
DOID:172	clear cell acanthoma	ICDO:8084/0		
DOID:2173	eyelid benign neoplasm		UBERON:0001711	eyelid
DOID:2410	skin granular cell tumor			
DOID:2411	granular cell tumor	ICDO:9580/0		
DOID:2425	cutaneous ganglioneuroma			
DOID:2433	epidermal appendage tumor			
DOID:2438	dermis tumor			
DOID:5132	leiomyoma cutis			
DOID:2495	senile angioma			
DOID:2664	sweat gland benign neoplasm		UBERON:0001820	sweat gland
DOID:173	eccrine sweat gland neoplasm			
DOID:2079	eccrine mixed tumor of skin			
DOID:5442	eccrine acrospiroma			
DOID:2065	syringoma	ICDO:8407/0		
DOID:2661	myoepithelioma	ICDO:8982/0		
DOID:5876	apocrine sweat gland neoplasm			
DOID:3893	hidrocystoma	ICDO:8404/0		
DOID:3895	apocrine adenoma	ICDO:8401/0		
DOID:5444	spiradenoma	ICDO:8403/0		
DOID:5445	syringocystadenoma papilliferum	ICDO:8406/0		
DOID:7549	ceruminoma			
DOID:5375	hair follicle neoplasm			
DOID:5374	pilomatrixoma			
DOID:8426	follicular infundibulum tumor			
DOID:5759	sebaceous gland neoplasm			
DOID:2648	sebaceous adenoma			
DOID:5949	angiokeratoma circumscriptum			
DOID:664	angiokeratoma of Fordyce			
DOID:7181	benign dermal neurilemmoma			
DOID:731	urinary system benign neoplasm		UBERON:0001008	renal system
DOID:0050623	bladder benign neoplasm		UBERON:0001255	urinary bladder
DOID:13110	bladder squamous papilloma			
DOID:5429	bladder flat intraepithelial lesion			
DOID:11885	ureteral benign neoplasm		UBERON:0000056	ureter
DOID:6936	ureter urothelial papilloma			
DOID:3116	kidney benign neoplasm		UBERON:0002113	kidney
DOID:0080615	nephroma		UBERON:0001851	cortex
DOID:0080615	nephroma		UBERON:0002113	kidney
DOID:2673	adult cystic nephroma			
DOID:2698	nephrogenic adenofibroma			
DOID:5977	renal pelvis benign neoplasm		UBERON:0001224	renal pelvis
DOID:5975	renal pelvis papillary tumor			
DOID:6119	renal pelvis urothelial papilloma			
DOID:6245	renal oncocytoma			
DOID:6244	familial renal oncocytoma			
DOID:7762	childhood multilocular cystic kidney neoplasm			
DOID:8411	kidney angiomyolipoma			
DOID:8410	childhood kidney angiomyolipoma			
DOID:730	urethral benign neoplasm		UBERON:0000057	urethra
DOID:2139	paraurethral gland neoplasm		UBERON:0010145	paraurethral gland
DOID:2140	urethral urothelial papilloma			
DOID:162	cancer	ICDO:8000/3		
DOID:0050686	organ system cancer			
DOID:0050615	respiratory system cancer		UBERON:0001004	respiratory system
DOID:0050619	paranasal sinus cancer		UBERON:0001825	paranasal sinus
DOID:0080799	sinonasal undifferentiated carcinoma		UBERON:0001825	paranasal sinus
DOID:1355	paranasal sinus lymphoma			
DOID:1357	maxillary sinus cancer		UBERON:0001764	maxillary sinus
DOID:4003	Schneiderian carcinoma	ICDO:8121/3		
DOID:7198	maxillary sinus adenoid cystic carcinoma			
DOID:7684	maxillary sinus adenocarcinoma		UBERON:0001764	maxillary sinus
DOID:7910	maxillary sinus squamous cell carcinoma		UBERON:0001764	maxillary sinus
DOID:1360	frontal sinus cancer		UBERON:0001760	frontal sinus
DOID:2441	frontal sinus squamous cell carcinoma		UBERON:0001760	frontal sinus
DOID:1362	paranasal sinus sarcoma			
DOID:1363	ethmoid sinus cancer		UBERON:0002453	ethmoid sinus
DOID:2763	ethmoid sinus squamous cell carcinoma		UBERON:0002453	ethmoid sinus
DOID:2764	ethmoid sinus adenoid cystic carcinoma			
DOID:2766	ethmoid sinus adenocarcinoma		UBERON:0002453	ethmoid sinus
DOID:14546	sphenoidal sinus cancer		UBERON:0001724	sphenoidal sinus
DOID:14547	sphenoid sinus squamous cell carcinoma		UBERON:0001724	sphenoidal sinus
DOID:10811	nasal cavity cancer		UBERON:0001707	nasal cavity
DOID:0080797	nasal type extranodal NK/T-cell lymphoma	ICDO:9719/3	UBERON:0001707	nasal cavity
DOID:10812	nasal cavity olfactory neuroblastoma		UBERON:0001707	nasal cavity
DOID:10813	nasal cavity lymphoma			
DOID:4931	nasal cavity carcinoma		UBERON:0001707	nasal cavity
DOID:4930	nasal cavity adenocarcinoma			
DOID:8415	carcinoma arising in nasal papillomatosis			
DOID:5515	nasal cavity squamous cell carcinoma		UBERON:0001707	nasal cavity
DOID:11920	tracheal cancer		UBERON:0003126	trachea
DOID:0050919	trachea mucoepidermoid carcinoma		UBERON:0003126	trachea
DOID:12001	tracheal lymphoma			
DOID:12002	trachea sarcoma		UBERON:0003126	trachea
DOID:4876	trachea carcinoma		UBERON:0003126	trachea
DOID:12003	trachea squamous cell carcinoma			
DOID:4875	trachea adenoid cystic carcinoma			
DOID:1324	lung cancer		UBERON:0002048	lung
DOID:0080899	lung pleomorphic carcinoma		UBERON:0002048	lung
DOID:2784	lung sarcoma			
DOID:3593	epithelioid trophoblastic tumor		UBERON:0000002	uterine cervix
DOID:3593	epithelioid trophoblastic tumor		UBERON:0000995	uterus
DOID:3593	epithelioid trophoblastic tumor		UBERON:0002048	lung
DOID:3905	lung carcinoma			
DOID:0050932	lung mucoepidermoid carcinoma			
DOID:0080777	lung sarcomatoid carcinoma			
DOID:3908	lung non-small cell carcinoma			
DOID:0080521	lung non-squamous non-small cell carcinoma			
DOID:3907	lung squamous cell carcinoma		UBERON:0002048	lung
DOID:6510	lung occult squamous cell carcinoma			
DOID:7045	basaloid lung carcinoma			
DOID:3910	lung adenocarcinoma		UBERON:0002048	lung
DOID:0080303	mucinous lung adenocarcinoma			
DOID:0080304	lung mucinous cystadenocarcinoma			
DOID:0080305	signet ring lung adenocarcinoma			
DOID:0080306	solid adenocarcinoma with mucin production			
DOID:4926	bronchiolo-alveolar adenocarcinoma			
DOID:0080184	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma			
DOID:0080185	mucinous bronchioloalveolar adenocarcinoma			
DOID:0080186	nonmucinous bronchioloalveolar adenocarcinoma			
DOID:5588	lung papillary adenocarcinoma			
DOID:6482	lung acinar adenocarcinoma			
DOID:7168	lung occult adenocarcinoma			
DOID:4556	lung large cell carcinoma		UBERON:0002048	lung
DOID:0050872	large cell neuroendocrine carcinoma	ICDO:8013/3		
DOID:5583	lung giant cell carcinoma			
DOID:6658	pulmonary large cell neuroendocrine carcinoma			
DOID:7207	lung combined large cell neuroendocrine carcinoma			
DOID:7169	lung occult large cell carcinoma			
DOID:7480	large cell carcinoma with rhabdoid phenotype	ICDO:8014/3		
DOID:4872	lung adenoid cystic carcinoma			
DOID:5409	lung small cell carcinoma			
DOID:5411	lung oat cell carcinoma			
DOID:5414	lung occult small cell carcinoma			
DOID:5421	lung combined type small cell carcinoma			
DOID:0050917	lung combined type small cell adenocarcinoma		UBERON:0002048	lung
DOID:7267	lung clear cell carcinoma			
DOID:7596	asbestos-related lung carcinoma			
DOID:8207	hilar lung carcinoma		UBERON:0004886	lung hilus
DOID:3924	main bronchus cancer		UBERON:0002182	main bronchus
DOID:4765	pulmonary blastoma	ICDO:8972/3	UBERON:0000977	pleura
DOID:4767	classic pulmonary blastoma			
DOID:4768	epithelial predominant pulmonary blastoma			
DOID:4769	pleuropulmonary blastoma	ICDO:8973/3		
DOID:4829	adenosquamous lung carcinoma		UBERON:0002048	lung
DOID:5410	pulmonary neuroendocrine tumor			
DOID:7081	lung mixed small cell and squamous cell carcinoma			
DOID:5547	pulmonary artery choriocarcinoma		UBERON:0002012	pulmonary artery
DOID:5764	lung meningioma		UBERON:0002048	lung
DOID:6760	lung lymphoma			
DOID:7696	lung hilum cancer		UBERON:0004886	lung hilus
DOID:8007	Pancoast tumor			
DOID:8208	lung superior sulcus carcinoma			
DOID:1325	bronchus cancer		UBERON:0002185	bronchus
DOID:1325	bronchus cancer		UBERON:0002186	bronchiole
DOID:3904	bronchus carcinoma		UBERON:0002185	bronchus
DOID:2596	larynx cancer		UBERON:0001737	larynx
DOID:11472	subglottis cancer		UBERON:0036068	subglottis
DOID:7764	subglottis carcinoma			
DOID:7585	subglottis squamous cell carcinoma		UBERON:0036068	subglottis
DOID:7584	subglottis verrucous carcinoma			
DOID:13348	laryngeal cartilage cancer		UBERON:0001739	laryngeal cartilage
DOID:13476	supraglottis cancer		UBERON:0036263	supraglottic part of larynx
DOID:7763	carcinoma of supraglottis			
DOID:7587	supraglottis squamous cell carcinoma		UBERON:0036263	supraglottic part of larynx
DOID:7586	supraglottis verrucous carcinoma			
DOID:8133	epiglottis cancer		UBERON:0000388	epiglottis
DOID:2595	glottis cancer		UBERON:0002486	glottis
DOID:2599	glottis carcinoma		UBERON:0002486	glottis
DOID:7031	glottis squamous cell carcinoma			
DOID:7583	glottis verrucous carcinoma			
DOID:2600	laryngeal carcinoma			
DOID:2876	laryngeal squamous cell carcinoma		UBERON:0001737	larynx
DOID:3752	larynx verrucous carcinoma			
DOID:4869	laryngeal adenoid cystic carcinoma			
DOID:2877	larynx sarcoma			
DOID:4688	laryngeal mucoepidermoid carcinoma		UBERON:0001737	larynx
DOID:5696	larynx liposarcoma		UBERON:0001737	larynx
DOID:7144	laryngeal small cell carcinoma		UBERON:0001737	larynx
DOID:7474	malignant pleural mesothelioma		UBERON:0000977	pleura
DOID:7381	lymphohistiocytoid mesothelioma			
DOID:9261	nasopharynx carcinoma		UBERON:0001728	nasopharynx
DOID:0060083	immune system cancer	ICDO:9392/3	UBERON:0002405	immune system
DOID:0060073	lymphatic system cancer		UBERON:0001744	lymphoid tissue
DOID:0060058	lymphoma	ICDO:9590/3	UBERON:0001744	lymphoid tissue
DOID:0060060	non-Hodgkin lymphoma	ICDO:9591/3		
DOID:0050744	anaplastic large cell lymphoma	ICDO:9714/3		
DOID:0081312	T-cell non-Hodgkin lymphoma	ICDO:9702/3		
DOID:0050743	mature T-cell and NK-cell lymphoma			
DOID:0050749	peripheral T-cell lymphoma			
DOID:0060061	primary cutaneous T-cell non-Hodgkin lymphoma			
DOID:0081050	primary cutaneous gamma-delta T-cell lymphoma			
DOID:8541	Sezary's disease			
DOID:8691	mycosis fungoides	ICDO:9700/3		
DOID:0070333	breast implant-associated anaplastic large cell lymphoma			
DOID:0111147	angioimmunoblastic T-cell lymphoma	ICDO:9705/3		
DOID:0081049	hepatosplenic T-cell lymphoma			
DOID:0080148	T-cell childhood lymphoblastic lymphoma			
DOID:5603	T-cell acute lymphoblastic leukemia	ICDO:9729/3|ICDO:9837/3		
DOID:0050523	adult T-cell leukemia/lymphoma	ICDO:9827/3		
DOID:0050751	T-cell large granular lymphocyte leukemia	ICDO:9831/3		
DOID:0080145	childhood T-cell acute lymphoblastic leukemia			
DOID:5602	T-cell adult acute lymphocytic leukemia			
DOID:9953	acute biphenotypic leukemia	ICDO:9805/3		
DOID:0081036	mixed phenotype acute leukemia with BCR-ABL1	ICDO:9806/3		
DOID:0081037	mixed phenotype acute leukemia with MLL rearranged	ICDO:9807/3		
DOID:0081038	mixed phenotype acute leukemia, B/myeloid	ICDO:9808/3		
DOID:0081039	mixed phenotype acute leukemia, T/myeloid	ICDO:9809/3		
DOID:707	B-cell lymphoma			
DOID:0050745	diffuse large B-cell lymphoma	ICDO:9680/3		
DOID:0080192	relapsed/refractory diffuse large B-cell lymphoma			
DOID:0080210	primary mediastinal B-cell lymphoma			
DOID:0080779	plasmablastic lymphoma	ICDO:9735/3		
DOID:0080996	diffuse large B-cell lymphoma activated B-cell type			
DOID:0080997	diffuse large B-cell lymphoma germinal center B-cell type			
DOID:0081064	BN2 diffuse large B-cell lymphoma			
DOID:0081065	EZB diffuse large B-cell lymphoma			
DOID:0081070	EZB-MYC+ diffuse large B-cell lymphoma			
DOID:0081071	EZB-MYC- diffuse large B-cell lymphoma			
DOID:0081066	MCD diffuse large B-cell lymphoma			
DOID:0081067	N1 diffuse large B-cell lymphoma			
DOID:0081068	ST2 diffuse large B-cell lymphoma			
DOID:0081069	A53 diffuse large B-cell lymphoma			
DOID:0081313	primary diffuse large B-cell lymphoma of the central nervous system	ICDO:9680/3		
DOID:0050746	mantle cell lymphoma	ICDO:9673/3		
DOID:0050747	lymphoplasmacytic lymphoma	ICDO:9671/3		
DOID:0060901	Waldenstroem's macroglobulinemia			
DOID:0050748	marginal zone B-cell lymphoma	ICDO:9699/3	CL:0000845	marginal zone B cell of spleen
DOID:0050750	splenic marginal zone lymphoma		UBERON:0002106	spleen
DOID:0050909	extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue	ICDO:9699/3		
DOID:0080211	nodal marginal zone lymphoma			
DOID:0050873	follicular lymphoma	ICDO:9690/3		
DOID:0081004	high-grade B-cell lymphoma double-hit/triple-hit			
DOID:0081311	intravascular large B-cell lymphoma	ICDO:9712/3		
DOID:5820	composite lymphoma			
DOID:706	mature B-cell neoplasm			
DOID:6536	plasma cell neoplasm			
DOID:3721	plasmacytoma	ICDO:9731/3		
DOID:3720	extramedullary plasmacytoma			
DOID:3722	solitary osseous plasmacytoma			
DOID:3723	solitary plasmacytoma of chest wall		UBERON:0016435	chest wall
DOID:9513	plasma cell leukemia	ICDO:9733/3		
DOID:8584	Burkitt lymphoma	ICDO:9687/3		
DOID:0060592	B-cell adult acute lymphocytic leukemia			
DOID:0080146	childhood B-cell acute lymphoblastic leukemia			
DOID:0080147	lymphoblastic lymphoma			
DOID:0080638	B-cell acute lymphoblastic leukemia			
DOID:0080630	B-lymphoblastic leukemia/lymphoma	ICDO:9836/3		
DOID:0080643	B-lymphoblastic leukemia/lymphoma with BCR-ABL1	ICDO:9812/3		
DOID:0080644	B-lymphoblastic leukemia/lymphoma MLL rearranged	ICDO:9813/3		
DOID:0080645	B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1	ICDO:9814/3		
DOID:0080646	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	ICDO:9815/3		
DOID:0080647	B-lymphoblastic leukemia/lymphoma with hypodiploidy	ICDO:9816/3		
DOID:0080648	B-lymphoblastic leukemia/lymphoma with IL3-IGH	ICDO:9817/3		
DOID:0080649	B-lymphoblastic leukemia/lymphoma with TCF3-PBX1	ICDO:9818/3		
DOID:0080650	B-lymphoblastic leukemia/lymphoma, BCR-ABL1–like	ICDO:9819/3		
DOID:0080651	B-lymphoblastic leukemia/lymphoma with iAMP21			
DOID:10011	thyroid lymphoma			
DOID:10146	thymus lymphoma			
DOID:10290	prostate lymphoma			
DOID:1040	chronic lymphocytic leukemia			
DOID:1039	prolymphocytic leukemia	ICDO:9832/3		
DOID:0081041	B-cell prolymphocytic leukemia	ICDO:9833/3		
DOID:0081042	T-cell prolymphocytic leukemia	ICDO:9834/3		
DOID:1703	Richter's syndrome			
DOID:285	hairy cell leukemia	ICDO:9940/3		
DOID:711	refractory hairy cell leukemia			
DOID:713	HCL-V			
DOID:6354	chronic lymphocytic leukemia/small lymphocytic lymphoma			
DOID:7230	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma			
DOID:8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma			
DOID:10540	gastric lymphoma			
DOID:1106	esophagus lymphoma			
DOID:11241	appendix lymphoma			
DOID:11821	bladder lymphoma			
DOID:12253	testicular lymphoma			
DOID:12339	retroperitoneal lymphoma			
DOID:13996	small intestine lymphoma			
DOID:14139	anus lymphoma		UBERON:0001744	lymphoid tissue
DOID:14150	spinal cord lymphoma			
DOID:14489	ureteral lymphoma			
DOID:1522	cecum lymphoma			
DOID:1523	colon lymphoma			
DOID:1792	pancreas lymphoma			
DOID:1988	rectum lymphoma			
DOID:2150	ovarian lymphoma			
DOID:3234	central nervous system lymphoma			
DOID:5815	cerebral lymphoma			
DOID:5821	methotrexate-associated lymphoproliferation			
DOID:5822	gray zone lymphoma			
DOID:6867	mediastinal gray zone lymphoma			
DOID:5823	childhood lymphoma			
DOID:0070324	systemic Epstein-Barr virus positive T-cell lymphoma of childhood	ICDO:9724/3		
DOID:5825	adult lymphoma			
DOID:5826	breast lymphoma			
DOID:6547	heart lymphoma			
DOID:6758	chest wall lymphoma		UBERON:0016435	chest wall
DOID:8043	chest wall parachordoma		UBERON:0016435	chest wall
DOID:6759	bone lymphoma			
DOID:6762	sternum lymphoma			
DOID:6868	mediastinal malignant lymphoma		UBERON:0003728	mediastinum
DOID:6903	eye lymphoma			
DOID:775	intraocular lymphoma			
DOID:774	retina lymphoma			
DOID:8135	gallbladder lymphoma			
DOID:8567	Hodgkin's lymphoma			
DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance			
DOID:8628	Hodgkin's lymphoma, lymphocytic depletion			
DOID:8642	Hodgkin's paragranuloma			
DOID:8651	Hodgkin's granuloma			
DOID:8654	Hodgkin's lymphoma, mixed cellularity			
DOID:8838	Hodgkin's lymphoma, nodular sclerosis			
DOID:901	liver lymphoma			
DOID:903	gastrointestinal lymphoma			
DOID:9986	orbit lymphoma			
DOID:10619	lymph node cancer		UBERON:0000029	lymph node
DOID:0080618	lymph node carcinoma			
DOID:0060219	lymph node adenoid cystic carcinoma			
DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis			
DOID:13005	intra-abdominal lymph node mast cell malignancy			
DOID:2689	lymphangiosarcoma	ICDO:9170/3		
DOID:3277	thymus cancer		UBERON:0002370	thymus
DOID:3275	thymoma	ICDO:8580/3		
DOID:3278	encapsulated thymoma			
DOID:3279	spindle cell thymoma			
DOID:7927	malignant type A thymoma			
DOID:3280	mixed type thymoma			
DOID:6723	malignant type AB thymoma			
DOID:3281	combined thymoma			
DOID:3282	dendritic cell thymoma		CL:0000451	dendritic cell
DOID:6530	cortical thymoma		CL:0000398	polygonal cell
DOID:6917	predominantly cortical thymoma			
DOID:7926	epithelial malignant thymoma			
DOID:3283	invasive malignant thymoma			
DOID:4554	type C thymoma			
DOID:7214	noninvasive malignant thymoma			
DOID:3284	thymic carcinoma	ICDO:8586/3		
DOID:4553	thymus large cell carcinoma		UBERON:0002370	thymus
DOID:4923	thymus adenocarcinoma		UBERON:0002370	thymus
DOID:5595	papillary thymic adenocarcinoma			
DOID:5530	thymus squamous cell carcinoma		UBERON:0002370	thymus
DOID:7142	thymus small cell carcinoma		UBERON:0002370	thymus
DOID:7599	lymphoepithelioma-like thymic carcinoma			
DOID:8137	thymus clear cell carcinoma			
DOID:8138	thymus sarcomatoid carcinoma		UBERON:0002370	thymus
DOID:4678	thymus mucoepidermoid carcinoma		UBERON:0002370	thymus
DOID:5626	thymus adenosquamous carcinoma		UBERON:0002370	thymus
DOID:7050	thymus basaloid carcinoma			
DOID:672	spleen cancer		UBERON:0002106	spleen
DOID:265	spleen angiosarcoma		UBERON:0002106	spleen
DOID:710	splenic manifestation of leukemia			
DOID:4334	splenic manifestation of prolymphocytic leukemia			
DOID:709	splenic manifestation of hairy cell leukemia			
DOID:8538	reticulosarcoma			
DOID:8858	tonsil cancer		UBERON:0002372	tonsil
DOID:0050920	tonsil squamous cell carcinoma		UBERON:0002372	tonsil
DOID:0080202	adenoid cystic carcinoma	ICDO:8200/3	UBERON:0001732	pharyngeal tonsil
DOID:4294	adenoid basal cell carcinoma		UBERON:0001732	pharyngeal tonsil
DOID:5524	adenoid squamous cell carcinoma		UBERON:0001732	pharyngeal tonsil
DOID:8937	Waldeyer's ring cancer		UBERON:0001735	tonsillar ring
DOID:0060100	musculoskeletal system cancer		UBERON:0002204	musculoskeletal system
DOID:201	connective tissue cancer		UBERON:0002384	connective tissue
DOID:0060102	cartilage cancer		UBERON:0002418	cartilage tissue
DOID:0080894	lipofibromatosis-like neural tumor			
DOID:0080897	solitary fibrous tumor/hemangiopericytoma	ICDO:8815/1		
DOID:184	bone cancer		UBERON:0001474	bone element
DOID:0080639	bone sarcoma			
DOID:3347	osteosarcoma	ICDO:9180/3		
DOID:3352	malignant fibrous histiocytoma of bone			
DOID:3356	localized osteosarcoma		UBERON:0001474	bone element
DOID:3357	extraosseous osteosarcoma			
DOID:7297	childhood extraosseous osteosarcoma			
DOID:3361	childhood osteosarcoma			
DOID:3372	chondroblastic osteosarcoma	ICDO:9181/3		
DOID:3376	bone osteosarcoma			
DOID:3374	peripheral osteosarcoma			
DOID:3373	parosteal osteosarcoma	ICDO:9192/3		
DOID:5809	childhood parosteal osteogenic sarcoma			
DOID:6489	periosteal osteogenic sarcoma			
DOID:7542	osteosarcoma arising in bone Paget's disease			
DOID:7602	conventional osteosarcoma	ICDO:9195/3		
DOID:3377	small cell osteogenic sarcoma			
DOID:6951	telangiectatic osteogenic sarcoma			
DOID:7603	fibrosarcomatous osteosarcoma			
DOID:7612	childhood intracortical osteosarcoma			
DOID:3379	metachronous osteosarcoma of the bone			
DOID:3381	liposarcoma of bone		UBERON:0001474	bone element
DOID:6208	mediastinal osteogenic sarcoma			
DOID:6370	hepatic osteogenic sarcoma			
DOID:7827	adult extraosseous osteosarcoma			
DOID:3351	bone angioendothelial sarcoma			
DOID:3354	fibrosarcoma of bone			
DOID:3360	multifocal osteogenic sarcoma			
DOID:6696	synchronous multifocal osteogenic sarcoma			
DOID:6697	asynchronous multifocal osteogenic sarcoma			
DOID:3371	chondrosarcoma	ICDO:9220/3		
DOID:0050897	bone chondrosarcoma			
DOID:0081247	dedifferentiated chondrosarcoma	ICDO:9243/3		
DOID:4545	mesenchymal chondrosarcoma	ICDO:9240/3		
DOID:4546	childhood mesenchymal chondrosarcoma			
DOID:4547	adult mesenchymal chondrosarcoma			
DOID:4549	extraskeletal myxoid chondrosarcoma	ICDO:9231/3		
DOID:4548	extraskeletal mesenchymal chondrosarcoma			
DOID:7902	adult extraskeletal myxoid chondrosarcoma			
DOID:7903	intracranial chondrosarcoma			
DOID:5859	periosteal chondrosarcoma	ICDO:9221/3		
DOID:5861	myxoid chondrosarcoma	ICDO:9231/3		
