id	label	xref
"DOID:12308"	"Dubin-Johnson syndrome"	"GARD:6289"
"DOID:12308"	"Dubin-Johnson syndrome"	"ICD10CM:E80.6"
"DOID:12308"	"Dubin-Johnson syndrome"	"MESH:D007566"
"DOID:12308"	"Dubin-Johnson syndrome"	"MIM:237500"
"DOID:12308"	"Dubin-Johnson syndrome"	"NCI:C34741"
"DOID:12308"	"Dubin-Johnson syndrome"	"SNOMEDCT_US_2023_03_01:44553005"
"DOID:12308"	"Dubin-Johnson syndrome"	"UMLS_CUI:C0022350"
"DOID:14796"	"Dubowitz syndrome"	"GARD:6290"
"DOID:14796"	"Dubowitz syndrome"	"ICD10CM:Q87.19"
"DOID:14796"	"Dubowitz syndrome"	"MEDDRA:10059589"
"DOID:14796"	"Dubowitz syndrome"	"MESH:C535718"
"DOID:14796"	"Dubowitz syndrome"	"MIM:223370"
"DOID:14796"	"Dubowitz syndrome"	"NCI:C125591"
"DOID:14796"	"Dubowitz syndrome"	"SNOMEDCT_US_2023_03_01:2593002"
"DOID:14796"	"Dubowitz syndrome"	"UMLS_CUI:C0175691"
"DOID:11723"	"Duchenne muscular dystrophy"	"GARD:6291"
"DOID:11723"	"Duchenne muscular dystrophy"	"MESH:D020388"
"DOID:11723"	"Duchenne muscular dystrophy"	"MIM:310200"
"DOID:11723"	"Duchenne muscular dystrophy"	"NCI:C75482"
"DOID:11723"	"Duchenne muscular dystrophy"	"SNOMEDCT_US_2023_03_01:155095006"
"DOID:11723"	"Duchenne muscular dystrophy"	"UMLS_CUI:C0013264"
"DOID:0111167"	"Dyggve-Melchior-Clausen disease"	"GARD:6295"
"DOID:0111167"	"Dyggve-Melchior-Clausen disease"	"MIM:223800"
"DOID:0060484"	"EAST syndrome"	"MESH:C557674"
"DOID:0060484"	"EAST syndrome"	"MIM:612780"
"DOID:0060484"	"EAST syndrome"	"ORDO:199343"
"DOID:0060484"	"EAST syndrome"	"SNOMEDCT_US_2023_03_01:721207002"
"DOID:0060484"	"EAST syndrome"	"UMLS_CUI:C2748572"
"DOID:0060782"	"EEC syndrome"	"MESH:C536189"
"DOID:0060782"	"EEC syndrome"	"NCI:C148261"
"DOID:0060782"	"EEC syndrome"	"ORDO:1896"
"DOID:0060782"	"EEC syndrome"	"SNOMEDCT_US_2023_03_01:39788007"
"DOID:0060782"	"EEC syndrome"	"UMLS_CUI:C0406704"
"DOID:0081249"	"EWSR1-negative small round cell tumor"	"NCI:C165671"
"DOID:0081065"	"EZB diffuse large B-cell lymphoma"	"NCI:C148398"
"DOID:10841"	"Eastern equine encephalitis"	"GARD:10821"
"DOID:10841"	"Eastern equine encephalitis"	"ICD10CM:A83.2"
"DOID:10841"	"Eastern equine encephalitis"	"ICD9CM:062.2"
"DOID:10841"	"Eastern equine encephalitis"	"MESH:D020242"
"DOID:10841"	"Eastern equine encephalitis"	"SNOMEDCT_US_2023_03_01:40177004"
"DOID:10841"	"Eastern equine encephalitis"	"UMLS_CUI:C0153065"
"DOID:4325"	"Ebola virus disease"	"GARD:2035"
"DOID:4325"	"Ebola virus disease"	"ICD10CM:A98.4"
"DOID:4325"	"Ebola virus disease"	"MESH:D019142"
"DOID:4325"	"Ebola virus disease"	"NCI:C36171"
"DOID:4325"	"Ebola virus disease"	"SNOMEDCT_US_2023_03_01:123323003"
"DOID:4325"	"Ebola virus disease"	"UMLS_CUI:C0282687"
"DOID:14289"	"Ebstein anomaly"	"GARD:6313"
"DOID:14289"	"Ebstein anomaly"	"ICD10CM:Q22.5"
"DOID:14289"	"Ebstein anomaly"	"ICD9CM:746.2"
"DOID:14289"	"Ebstein anomaly"	"MESH:D004437"
"DOID:14289"	"Ebstein anomaly"	"MIM:224700"
"DOID:14289"	"Ebstein anomaly"	"NCI:C84681"
"DOID:14289"	"Ebstein anomaly"	"SNOMEDCT_US_2023_03_01:1796006"
"DOID:14289"	"Ebstein anomaly"	"UMLS_CUI:C0013481"
"DOID:1085"	"Edwards syndrome"	"ICD9CM:758.2"
"DOID:1085"	"Edwards syndrome"	"MESH:D000073842"
"DOID:1085"	"Edwards syndrome"	"NCI:C101362"
"DOID:1085"	"Edwards syndrome"	"SNOMEDCT_US_2023_03_01:51500006"
"DOID:1085"	"Edwards syndrome"	"UMLS_CUI:C0152096"
"DOID:13359"	"Ehlers-Danlos syndrome"	"GARD:6322"
"DOID:13359"	"Ehlers-Danlos syndrome"	"ICD10CM:Q79.6"
"DOID:13359"	"Ehlers-Danlos syndrome"	"ICD9CM:756.83"
"DOID:13359"	"Ehlers-Danlos syndrome"	"MESH:D004535"
"DOID:13359"	"Ehlers-Danlos syndrome"	"MIM:PS130000"
"DOID:13359"	"Ehlers-Danlos syndrome"	"NCI:C34568"
"DOID:13359"	"Ehlers-Danlos syndrome"	"SNOMEDCT_US_2023_03_01:268352002"
"DOID:13359"	"Ehlers-Danlos syndrome"	"UMLS_CUI:C0013720"
"DOID:0080727"	"Ehlers-Danlos syndrome arthrochalasia type 1"	"MIM:130060"
"DOID:0080728"	"Ehlers-Danlos syndrome arthrochalasia type 2"	"MIM:617821"
"DOID:0080730"	"Ehlers-Danlos syndrome cardiac valvular type"	"MIM:225320"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"MESH:C536194"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"MIM:130000"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"NCI:C125696"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"SNOMEDCT_US_2023_03_01:83470009"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"UMLS_CUI:C0268335"
"DOID:0080726"	"Ehlers-Danlos syndrome classic type 2"	"MIM:130010"
"DOID:0080731"	"Ehlers-Danlos syndrome classic-like 1"	"MIM:606408"
"DOID:0080732"	"Ehlers-Danlos syndrome classic-like 2"	"MIM:618000"
"DOID:0080733"	"Ehlers-Danlos syndrome dermatosparaxis type"	"MIM:225410"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"GARD:2081"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"ICD10CM:Q79.62"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"MESH:C536196"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"MIM:130020"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"NCI:C125698"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"SNOMEDCT_US_2023_03_01:30652003"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"UMLS_CUI:C0268337"
"DOID:0080734"	"Ehlers-Danlos syndrome kyphoscoliotic type 1"	"MIM:225400"
"DOID:0080735"	"Ehlers-Danlos syndrome kyphoscoliotic type 2"	"MIM:614557"
"DOID:0080736"	"Ehlers-Danlos syndrome musculocontractural type 1"	"MIM:601776"
"DOID:0080737"	"Ehlers-Danlos syndrome musculocontractural type 2"	"MIM:615539"
"DOID:0080986"	"Ehlers-Danlos syndrome periodontal type 1"	"GARD:12474"
"DOID:0080986"	"Ehlers-Danlos syndrome periodontal type 1"	"MIM:130080"
"DOID:0080986"	"Ehlers-Danlos syndrome periodontal type 1"	"ORDO:75392"
"DOID:0080987"	"Ehlers-Danlos syndrome periodontal type 2"	"GARD:12474"
"DOID:0080987"	"Ehlers-Danlos syndrome periodontal type 2"	"MIM:617174"
"DOID:0080987"	"Ehlers-Danlos syndrome periodontal type 2"	"ORDO:75392"
"DOID:0080738"	"Ehlers-Danlos syndrome spondylodysplastic type 1"	"MIM:130070"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"MIM:615349"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"ORDO:75496"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"SNOMEDCT_US_2023_03_01:720861000"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"UMLS_CUI:C1869122"
"DOID:0080739"	"Ehlers-Danlos syndrome spondylodysplastic type 3"	"MIM:612350"
"DOID:5050"	"Ehrlich tumor carcinoma"	"MESH:D002286"
"DOID:5050"	"Ehrlich tumor carcinoma"	"UMLS_CUI:C0007125"
"DOID:0111732"	"Eiken syndrome"	"MESH:C564010"
"DOID:0111732"	"Eiken syndrome"	"MIM:600002"
"DOID:0111732"	"Eiken syndrome"	"ORDO:79106"
"DOID:0111732"	"Eiken syndrome"	"SNOMEDCT_US_2023_03_01:720863002"
"DOID:0111732"	"Eiken syndrome"	"UMLS_CUI:C1838779"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"GARD:1301"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"ICD10CM:Q77.6"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"ICD9CM:756.55"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"MESH:D004613"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"MIM:225500"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"NCI:C84684"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"SNOMEDCT_US_2023_03_01:62501005"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"UMLS_CUI:C0013903"
"DOID:0080631"	"Elsahy-Waters syndrome"	"GARD:955"
"DOID:0080631"	"Elsahy-Waters syndrome"	"MIM:211380"
"DOID:0080631"	"Elsahy-Waters syndrome"	"ORDO:1299"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"GARD:6329"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"MESH:D020389"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"MIM:PS310300"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"NCI:C84685"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"ORDO:261"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"SNOMEDCT_US_2023_03_01:129620000"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"UMLS_CUI:C0410189"
"DOID:2938"	"Epstein-Barr virus infectious disease"	"MESH:D020031"
"DOID:2938"	"Epstein-Barr virus infectious disease"	"NCI:C38759"
"DOID:2938"	"Epstein-Barr virus infectious disease"	"SNOMEDCT_US_2023_09_01:240530001"
"DOID:2938"	"Epstein-Barr virus infectious disease"	"UMLS_CUI:C0149678"
"DOID:4329"	"Erdheim-Chester disease"	"GARD:6369"
"DOID:4329"	"Erdheim-Chester disease"	"ICDO:9749/3"
"DOID:4329"	"Erdheim-Chester disease"	"MESH:D031249"
"DOID:4329"	"Erdheim-Chester disease"	"NCI:C53972"
"DOID:4329"	"Erdheim-Chester disease"	"SNOMEDCT_US_2023_03_01:703711007"
"DOID:4329"	"Erdheim-Chester disease"	"UMLS_CUI:C0878675"
"DOID:8931"	"Evans' syndrome"	"GARD:6389"
"DOID:8931"	"Evans' syndrome"	"ICD10CM:D69.41"
"DOID:8931"	"Evans' syndrome"	"ICD9CM:287.32"
"DOID:8931"	"Evans' syndrome"	"MESH:C536380"
"DOID:8931"	"Evans' syndrome"	"NCI:C61284"
"DOID:8931"	"Evans' syndrome"	"SNOMEDCT_US_2023_03_01:75331009"
"DOID:8931"	"Evans' syndrome"	"UMLS_CUI:C0272126"
"DOID:3369"	"Ewing sarcoma"	"GARD:6390"
"DOID:3369"	"Ewing sarcoma"	"ICDO:9364/3"
"DOID:3369"	"Ewing sarcoma"	"MESH:C563168"
"DOID:3369"	"Ewing sarcoma"	"MESH:D012512"
"DOID:3369"	"Ewing sarcoma"	"MESH:D018241"
"DOID:3369"	"Ewing sarcoma"	"MIM:612219"
"DOID:3369"	"Ewing sarcoma"	"NCI:C27901"
"DOID:3369"	"Ewing sarcoma"	"NCI:C27903"
"DOID:3369"	"Ewing sarcoma"	"NCI:C4817"
"DOID:3369"	"Ewing sarcoma"	"NCI:C7542"
"DOID:3369"	"Ewing sarcoma"	"NCI:C7806"
"DOID:3369"	"Ewing sarcoma"	"NCI:C9341"
"DOID:3369"	"Ewing sarcoma"	"SNOMEDCT_US_2023_03_01:134210007"
"DOID:3369"	"Ewing sarcoma"	"SNOMEDCT_US_2023_03_01:73676002"
"DOID:3369"	"Ewing sarcoma"	"SNOMEDCT_US_2023_03_01:76909002"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C0553580"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C0684337"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C0796547"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C0863029"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C0877849"
"DOID:3369"	"Ewing sarcoma"	"UMLS_CUI:C1334408"
"DOID:3368"	"Ewing sarcoma of bone"	"NCI:C35871"
"DOID:3368"	"Ewing sarcoma of bone"	"NCI:C4835"
"DOID:3368"	"Ewing sarcoma of bone"	"NCI:C6623"
"DOID:3368"	"Ewing sarcoma of bone"	"SNOMEDCT_US_2023_03_01:307608006"
"DOID:3368"	"Ewing sarcoma of bone"	"UMLS_CUI:C0585474"
"DOID:3368"	"Ewing sarcoma of bone"	"UMLS_CUI:C1333481"
"DOID:3368"	"Ewing sarcoma of bone"	"UMLS_CUI:C1334406"
"DOID:14711"	"FG syndrome"	"GARD:2317"
"DOID:14711"	"FG syndrome"	"MESH:C537923"
"DOID:14711"	"FG syndrome"	"MIM:300321"
"DOID:14711"	"FG syndrome"	"MIM:300406"
"DOID:14711"	"FG syndrome"	"MIM:300422"
"DOID:14711"	"FG syndrome"	"MIM:300581"
"DOID:14711"	"FG syndrome"	"MIM:305450"
"DOID:14711"	"FG syndrome"	"ORDO:323"
"DOID:14711"	"FG syndrome"	"ORDO:93932"
"DOID:14711"	"FG syndrome"	"SNOMEDCT_US_2023_03_01:49984004"
"DOID:14711"	"FG syndrome"	"UMLS_CUI:C0220769"
"DOID:14499"	"Fabry disease"	"GARD:6400"
"DOID:14499"	"Fabry disease"	"ICD10CM:E75.21"
"DOID:14499"	"Fabry disease"	"MESH:D000795"
"DOID:14499"	"Fabry disease"	"MIM:301500"
"DOID:14499"	"Fabry disease"	"NCI:C84701"
"DOID:14499"	"Fabry disease"	"SNOMEDCT_US_2023_03_01:16652001"
"DOID:14499"	"Fabry disease"	"UMLS_CUI:C0002986"
"DOID:13636"	"Fanconi anemia"	"GARD:6425"
"DOID:13636"	"Fanconi anemia"	"ICD10CM:D61.09"
"DOID:13636"	"Fanconi anemia"	"MESH:D005199"
"DOID:13636"	"Fanconi anemia"	"MIM:PS227650"
"DOID:13636"	"Fanconi anemia"	"NCI:C62505"
"DOID:13636"	"Fanconi anemia"	"ORDO:84"
"DOID:13636"	"Fanconi anemia"	"SNOMEDCT_US_2023_03_01:30575002"
"DOID:13636"	"Fanconi anemia"	"UMLS_CUI:C0015625"
"DOID:0111095"	"Fanconi anemia complementation group A"	"MIM:227650"
"DOID:0111098"	"Fanconi anemia complementation group B"	"MIM:300514"
"DOID:0111087"	"Fanconi anemia complementation group C"	"MIM:227645"
"DOID:0111089"	"Fanconi anemia complementation group D1"	"MIM:605724"
"DOID:0111083"	"Fanconi anemia complementation group D2"	"MIM:227646"
"DOID:0111084"	"Fanconi anemia complementation group E"	"MIM:600901"
"DOID:0111088"	"Fanconi anemia complementation group F"	"MIM:603467"
"DOID:0111086"	"Fanconi anemia complementation group G"	"MIM:614082"
"DOID:0111091"	"Fanconi anemia complementation group I"	"MIM:609053"
"DOID:0111097"	"Fanconi anemia complementation group J"	"MIM:609054"
"DOID:0111082"	"Fanconi anemia complementation group L"	"MIM:614083"
"DOID:0111094"	"Fanconi anemia complementation group N"	"MIM:610832"
"DOID:0111096"	"Fanconi anemia complementation group O"	"MIM:613390"
"DOID:0111092"	"Fanconi anemia complementation group P"	"MIM:613951"
"DOID:0111093"	"Fanconi anemia complementation group Q"	"MIM:615272"
"DOID:0111090"	"Fanconi anemia complementation group R"	"MIM:617244"
"DOID:0060979"	"Fanconi anemia complementation group S"	"MIM:617883"
"DOID:0111081"	"Fanconi anemia complementation group T"	"MIM:616435"
"DOID:0111085"	"Fanconi anemia complementation group U"	"MIM:617247"
"DOID:0111080"	"Fanconi anemia complementation group V"	"MIM:617243"
"DOID:0060978"	"Fanconi anemia complementation group W"	"MIM:617784"
"DOID:0080757"	"Fanconi renotubular syndrome 1"	"MIM:134600"
"DOID:0080758"	"Fanconi renotubular syndrome 2"	"MIM:613388"
"DOID:0080759"	"Fanconi renotubular syndrome 3"	"MIM:615605"
"DOID:0080760"	"Fanconi renotubular syndrome 4"	"MIM:616026"
"DOID:0080761"	"Fanconi renotubular syndrome 5"	"MIM:618913"
"DOID:1062"	"Fanconi syndrome"	"GARD:9118"
"DOID:1062"	"Fanconi syndrome"	"MESH:D005198"
"DOID:1062"	"Fanconi syndrome"	"MIM:PS134600"
"DOID:1062"	"Fanconi syndrome"	"NCI:C3034"
"DOID:1062"	"Fanconi syndrome"	"NCI:C4377"
"DOID:1062"	"Fanconi syndrome"	"ORDO:3337"
"DOID:1062"	"Fanconi syndrome"	"SNOMEDCT_US_2023_03_01:236468006"
"DOID:1062"	"Fanconi syndrome"	"SNOMEDCT_US_2023_03_01:40488004"
"DOID:1062"	"Fanconi syndrome"	"UMLS_CUI:C0015624"
"DOID:1062"	"Fanconi syndrome"	"UMLS_CUI:C0341703"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"GARD:2268"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"MESH:D005198"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"MIM:227810"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"NCI:C168998"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"ORDO:2088"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"UMLS_CUI:C3495427"
"DOID:0090066"	"Fanconi-like syndrome"	"MESH:C536855"
"DOID:0090066"	"Fanconi-like syndrome"	"MIM:227850"
"DOID:0050464"	"Farber lipogranulomatosis"	"GARD:6426"
"DOID:0050464"	"Farber lipogranulomatosis"	"MESH:D055577"
"DOID:0050464"	"Farber lipogranulomatosis"	"MIM:228000"
"DOID:0050464"	"Farber lipogranulomatosis"	"NCI:C84710"
"DOID:0050464"	"Farber lipogranulomatosis"	"SNOMEDCT_US_2023_03_01:79935000"
"DOID:0050464"	"Farber lipogranulomatosis"	"UMLS_CUI:C0268255"
"DOID:0080632"	"Fazio-Londe disease"	"MIM:211500"
"DOID:0060464"	"Feingold syndrome"	"GARD:8407"
"DOID:0060464"	"Feingold syndrome"	"ICD10CM:Q87.8"
"DOID:0060464"	"Feingold syndrome"	"MESH:C537734"
"DOID:0060464"	"Feingold syndrome"	"MIM:164280"
"DOID:0060464"	"Feingold syndrome"	"MIM:614326"
"DOID:0060464"	"Feingold syndrome"	"ORDO:1305"
"DOID:11042"	"Felty's syndrome"	"GARD:8234"
"DOID:11042"	"Felty's syndrome"	"ICD10CM:M05.0"
"DOID:11042"	"Felty's syndrome"	"ICD9CM:714.1"
"DOID:11042"	"Felty's syndrome"	"MESH:D005258"
"DOID:11042"	"Felty's syndrome"	"MIM:134750"
"DOID:11042"	"Felty's syndrome"	"NCI:C84712"
"DOID:11042"	"Felty's syndrome"	"SNOMEDCT_US_2023_03_01:57160007"
"DOID:11042"	"Felty's syndrome"	"UMLS_CUI:C0015773"
"DOID:5585"	"Ferguson-Smith tumor"	"NCI:C4461"
"DOID:5585"	"Ferguson-Smith tumor"	"SNOMEDCT_US_2023_03_01:254659009"
"DOID:5585"	"Ferguson-Smith tumor"	"UMLS_CUI:C0345982"
"DOID:0112194"	"Filippi syndrome"	"GARD:62"
"DOID:0112194"	"Filippi syndrome"	"MESH:C538152"
"DOID:0112194"	"Filippi syndrome"	"MIM:272440"
"DOID:0112194"	"Filippi syndrome"	"ORDO:3255"
"DOID:0050637"	"Finnish type amyloidosis"	"GARD:2339"
"DOID:0050637"	"Finnish type amyloidosis"	"MIM:105120"
"DOID:0050637"	"Finnish type amyloidosis"	"ORDO:85448"
"DOID:0060448"	"Fleck corneal dystrophy"	"MESH:C563256"
"DOID:0060448"	"Fleck corneal dystrophy"	"MIM:121850"
"DOID:0060448"	"Fleck corneal dystrophy"	"ORDO:98970"
"DOID:0060448"	"Fleck corneal dystrophy"	"SNOMEDCT_US_2023_03_01:417183007"
"DOID:0060448"	"Fleck corneal dystrophy"	"UMLS_CUI:C1562113"
"DOID:0111358"	"Floating-Harbor syndrome"	"GARD:6455"
"DOID:0111358"	"Floating-Harbor syndrome"	"MESH:C537062"
"DOID:0111358"	"Floating-Harbor syndrome"	"MIM:136140"
"DOID:0111358"	"Floating-Harbor syndrome"	"NCI:C175241"
"DOID:0111358"	"Floating-Harbor syndrome"	"ORDO:2044"
"DOID:0111358"	"Floating-Harbor syndrome"	"SNOMEDCT_US_2023_03_01:205810007"
"DOID:0111358"	"Floating-Harbor syndrome"	"UMLS_CUI:C0729582"
"DOID:14555"	"Foster-Kennedy syndrome"	"ICD10CM:H47.14"
"DOID:14555"	"Foster-Kennedy syndrome"	"ICD9CM:377.04"
"DOID:14555"	"Foster-Kennedy syndrome"	"MESH:D009901"
"DOID:14555"	"Foster-Kennedy syndrome"	"SNOMEDCT_US_2023_03_01:87764000"
"DOID:14555"	"Foster-Kennedy syndrome"	"UMLS_CUI:C0152112"
"DOID:1381"	"Fox-Fordyce disease"	"GARD:6462"
"DOID:1381"	"Fox-Fordyce disease"	"ICD10CM:L75.2"
"DOID:1381"	"Fox-Fordyce disease"	"ICD9CM:705.82"
"DOID:1381"	"Fox-Fordyce disease"	"MESH:D005588"
"DOID:1381"	"Fox-Fordyce disease"	"NCI:C84716"
"DOID:1381"	"Fox-Fordyce disease"	"SNOMEDCT_US_2023_03_01:254682006"
"DOID:1381"	"Fox-Fordyce disease"	"UMLS_CUI:C0016632"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"GARD:5138"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"MESH:C537274"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"MIM:249420"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"ORDO:137834"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"SNOMEDCT_US_2023_03_01:720958002"
"DOID:0111789"	"Frank-Ter Haar syndrome"	"UMLS_CUI:C1855305"
"DOID:0090001"	"Fraser syndrome"	"GARD:6465"
"DOID:0090001"	"Fraser syndrome"	"ICD10CM:Q87.0"
"DOID:0090001"	"Fraser syndrome"	"MESH:D058497"
"DOID:0090001"	"Fraser syndrome"	"MIM:PS219000"
"DOID:0090001"	"Fraser syndrome"	"ORDO:2052"
"DOID:0111405"	"Fraser syndrome 1"	"MIM:219000"
"DOID:0111407"	"Fraser syndrome 2"	"MIM:617666"
"DOID:0111406"	"Fraser syndrome 3"	"MIM:617667"
"DOID:0050438"	"Frasier syndrome"	"GARD:2375"
"DOID:0050438"	"Frasier syndrome"	"MESH:D052159"
"DOID:0050438"	"Frasier syndrome"	"MIM:136680"
"DOID:0050438"	"Frasier syndrome"	"NCI:C122805"
"DOID:0050438"	"Frasier syndrome"	"SNOMEDCT_US_2023_03_01:445431000"
"DOID:0050438"	"Frasier syndrome"	"UMLS_CUI:C0950122"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"ICD10CM:Q87.0"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"MESH:C535483"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"MIM:193700"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"NCI:C98931"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"ORDO:2053"
"DOID:0111604"	"Freeman-Sheldon syndrome"	"SNOMEDCT_US_2021_09_01:52616002"
"DOID:0111180"	"French Canadian Leigh disease"	"GARD:8370"
"DOID:0111180"	"French Canadian Leigh disease"	"MESH:C537004"
"DOID:0111180"	"French Canadian Leigh disease"	"MIM:220111"
"DOID:0111180"	"French Canadian Leigh disease"	"ORDO:70472"
"DOID:0111180"	"French Canadian Leigh disease"	"SNOMEDCT_US_2023_03_01:718219002"
"DOID:0111180"	"French Canadian Leigh disease"	"UMLS_CUI:C1857355"
"DOID:11599"	"Frey syndrome"	"GARD:6467"
"DOID:11599"	"Frey syndrome"	"MESH:D013547"
"DOID:11599"	"Frey syndrome"	"MIM:144100"
"DOID:11599"	"Frey syndrome"	"SNOMEDCT_US_2023_03_01:56046002"
"DOID:11599"	"Frey syndrome"	"UMLS_CUI:C0038994"
"DOID:12705"	"Friedreich ataxia"	"GARD:6468"
"DOID:12705"	"Friedreich ataxia"	"ICD10CM:G11.11"
"DOID:12705"	"Friedreich ataxia"	"ICD9CM:334.0"
"DOID:12705"	"Friedreich ataxia"	"MESH:D005621"
"DOID:12705"	"Friedreich ataxia"	"NCI:C84718"
"DOID:12705"	"Friedreich ataxia"	"SNOMEDCT_US_2023_03_01:155011003"
"DOID:12705"	"Friedreich ataxia"	"UMLS_CUI:C0016719"
"DOID:0111218"	"Friedreich ataxia 1"	"MESH:C565561"
"DOID:0111218"	"Friedreich ataxia 1"	"MIM:229300"
"DOID:0111219"	"Friedreich ataxia 2"	"MESH:C566594"
"DOID:0111219"	"Friedreich ataxia 2"	"MIM:601992"
"DOID:6676"	"Froelich syndrome"	"GARD:6463"
"DOID:6676"	"Froelich syndrome"	"ICD10CM:E23.6"
"DOID:6676"	"Froelich syndrome"	"MESH:D007027"
"DOID:6676"	"Froelich syndrome"	"NCI:C34625"
"DOID:6676"	"Froelich syndrome"	"SNOMEDCT_US_2023_03_01:62999006"
"DOID:6676"	"Froelich syndrome"	"UMLS_CUI:C0016724"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"GARD:10018"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"ICD10CM:H18.51"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MESH:D005642"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:136800"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:610158"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:613267"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:613268"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:613269"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:613270"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:613271"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"MIM:615523"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"NCI:C84721"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"ORDO:98974"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"SNOMEDCT_US_2023_03_01:16949007"
"DOID:11555"	"Fuchs' endothelial dystrophy"	"UMLS_CUI:C0016781"
"DOID:9375"	"Fuchs' heterochromic uveitis"	"GARD:6791"
"DOID:9375"	"Fuchs' heterochromic uveitis"	"ICD10CM:H20.81"
"DOID:9375"	"Fuchs' heterochromic uveitis"	"ICD9CM:364.21"
"DOID:9375"	"Fuchs' heterochromic uveitis"	"SNOMEDCT_US_2023_03_01:11226001"
"DOID:9375"	"Fuchs' heterochromic uveitis"	"UMLS_CUI:C0016782"
"DOID:0090067"	"Fuhrmann syndrome"	"GARD:2410"
"DOID:0090067"	"Fuhrmann syndrome"	"ICD10CM:Q74.8"
"DOID:0090067"	"Fuhrmann syndrome"	"MESH:C538189"
"DOID:0090067"	"Fuhrmann syndrome"	"MIM:228930"
"DOID:0090067"	"Fuhrmann syndrome"	"ORDO:2854"
"DOID:0050559"	"Fukuyama congenital muscular dystrophy"	"GARD:6475"
"DOID:0050559"	"Fukuyama congenital muscular dystrophy"	"MIM:253800"
"DOID:0050559"	"Fukuyama congenital muscular dystrophy"	"ORDO:272"
