disease_id	disease_label	symptom_id	symptom_label
DOID:0060192	Crohn's colitis	SYMP:0000007	bleeding
DOID:0060192	Crohn's colitis	SYMP:0000061	inflammation
DOID:0060192	Crohn's colitis	SYMP:0000092	skin lesion
DOID:0060192	Crohn's colitis	SYMP:0000570	diarrhea
DOID:0060192	Crohn's colitis	SYMP:0000672	abscess
DOID:0060192	Crohn's colitis	SYMP:0020002	anal abscess
DOID:0060216	Cogan syndrome	SYMP:0000613	fever
DOID:0060216	Cogan syndrome	SYMP:0019177	fatigue
DOID:0060224	atrial fibrillation	SYMP:0000016	confusion
DOID:0060224	atrial fibrillation	SYMP:0000177	weakness
DOID:0060224	atrial fibrillation	SYMP:0000287	arrhythmia
DOID:0060224	atrial fibrillation	SYMP:0000530	palpitation
DOID:0060224	atrial fibrillation	SYMP:0000576	chest pain
DOID:0060224	atrial fibrillation	SYMP:0000610	dizziness
DOID:0060224	atrial fibrillation	SYMP:0019153	dyspnea
DOID:0060224	atrial fibrillation	SYMP:0019177	fatigue
DOID:0060224	atrial fibrillation	SYMP:0019179	lightheadedness
DOID:0060225	3MC syndrome	SYMP:0000369	ptosis
DOID:0060229	Baraitser-Winter syndrome	SYMP:0000369	ptosis
DOID:0060233	cardiofaciocutaneous syndrome	SYMP:0000292	heart failure
DOID:0060289	Ohdo syndrome	SYMP:0000369	ptosis
DOID:0060290	blepharophimosis-intellectual disability syndrome, SBBYS type	SYMP:0000369	ptosis
DOID:0060296	congenital secretory chloride diarrhea 1	SYMP:0000570	diarrhea
DOID:0060312	angular cheilitis	SYMP:0000061	inflammation
DOID:0060313	tracheomalacia	SYMP:0000032	flaccidity
DOID:0060317	lung abscess	SYMP:0000132	necrosis
DOID:0060319	cardiac arrest	SYMP:0000292	heart failure
DOID:0060343	glucocorticoid-induced osteoporosis	SYMP:0000369	ptosis
DOID:0060346	Native American myopathy	SYMP:0000094	muscle weakness
DOID:0060346	Native American myopathy	SYMP:0000369	ptosis
DOID:0060360	hereditary papulotranslucent acrokeratoderma	SYMP:0000346	papule
DOID:0060417	3p deletion syndrome	SYMP:0000369	ptosis
DOID:0060438	Cole-Carpenter syndrome	SYMP:0000369	ptosis
DOID:0060478	Zika fever	SYMP:0000064	joint pain
DOID:0060478	Zika fever	SYMP:0000487	rash
DOID:0060478	Zika fever	SYMP:0000504	headache
DOID:0060478	Zika fever	SYMP:0000613	fever
DOID:0060538	purpura fulminans	SYMP:0000132	necrosis
DOID:0060601	alpha-2-plasmin inhibitor deficiency	SYMP:0000007	bleeding
DOID:0060640	ethylmalonic encephalopathy	SYMP:0000570	diarrhea
DOID:0060674	catecholaminergic polymorphic ventricular tachycardia	SYMP:0000827	ventricular tachycardia
DOID:0060675	catecholaminergic polymorphic ventricular tachycardia 1	SYMP:0000827	ventricular tachycardia
DOID:0060676	catecholaminergic polymorphic ventricular tachycardia 2	SYMP:0000827	ventricular tachycardia
DOID:0060677	catecholaminergic polymorphic ventricular tachycardia 3	SYMP:0000827	ventricular tachycardia
DOID:0060678	catecholaminergic polymorphic ventricular tachycardia 4	SYMP:0000827	ventricular tachycardia
DOID:0060679	catecholaminergic polymorphic ventricular tachycardia 5	SYMP:0000827	ventricular tachycardia
DOID:0060691	platelet-type bleeding disorder 16	SYMP:0000007	bleeding
DOID:0060692	platelet-type bleeding disorder 8	SYMP:0000007	bleeding
DOID:0060774	congenital diarrhea	SYMP:0000570	diarrhea
DOID:0060777	congenital secretory sodium diarrhea 8	SYMP:0000570	diarrhea
DOID:0060778	congenital diarrhea 7 with exudative enteropathy	SYMP:0000570	diarrhea
DOID:0060779	congenital malabsorptive diarrhea 4	SYMP:0000570	diarrhea
DOID:0060780	congenital diarrhea 6	SYMP:0000570	diarrhea
DOID:0060781	congenital secretory sodium diarrhea 3	SYMP:0000570	diarrhea
DOID:0060819	syndromic X-linked intellectual disability Chudley-Schwartz type	SYMP:0000363	progressive weakness
DOID:0060828	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	SYMP:0000292	heart failure
DOID:0060843	hereditary neuropathy with liability to pressure palsies	SYMP:0000094	muscle weakness
DOID:0060859	salmonellosis	SYMP:0000001	abdominal cramp
DOID:0060859	salmonellosis	SYMP:0000570	diarrhea
DOID:0060859	salmonellosis	SYMP:0019145	vomiting
DOID:0070148	hereditary sensory neuropathy type 1B	SYMP:0000614	cough
DOID:0070149	hereditary sensory and autonomic neuropathy type 7	SYMP:0000094	muscle weakness
DOID:0070198	Miyoshi muscular dystrophy	SYMP:0000094	muscle weakness
DOID:0070200	Miyoshi muscular dystrophy 2	SYMP:0000094	muscle weakness
DOID:0070308	rippling muscle disease 1	SYMP:0019161	muscle pain
DOID:0070317	wet beriberi	SYMP:0000529	tachycardia
DOID:0070317	wet beriberi	SYMP:0019153	dyspnea
DOID:0070318	dry beriberi	SYMP:0000016	confusion
DOID:0070318	dry beriberi	SYMP:0000414	dysarthria
DOID:0070318	dry beriberi	SYMP:0000479	abnormality of gait
DOID:0070318	dry beriberi	SYMP:0019145	vomiting
DOID:0070328	adult hepatocellular carcinoma	SYMP:0000125	liver inflammation
DOID:0070328	adult hepatocellular carcinoma	SYMP:0000798	abdominal mass
DOID:0070331	mitochondrial DNA depletion syndrome 8b	SYMP:0000369	ptosis
DOID:0070339	cerebellar hyplasia/atrophy, epilepsy, and global developmental delay	SYMP:0000338	nystagmus
DOID:0070346	neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies	SYMP:0000479	abnormality of gait
DOID:0070347	encephalopathy due to defective mitochondrial and peroxisomal fission 1	SYMP:0020049	delayed psychomotor development
DOID:0070348	spinal muscular atrophy with lower extremity predominant	SYMP:0000094	muscle weakness
DOID:0070349	spinal muscular atrophy with lower extremity predominant 2A	SYMP:0000094	muscle weakness
DOID:0070352	stress-induced childhood-onset neurodegeneration with variable ataxia and seizures	SYMP:0000005	ataxia
DOID:0070352	stress-induced childhood-onset neurodegeneration with variable ataxia and seizures	SYMP:0000094	muscle weakness
DOID:0070352	stress-induced childhood-onset neurodegeneration with variable ataxia and seizures	SYMP:0000124	seizure
DOID:0070355	overactive bladder syndrome	SYMP:0000590	urinary urgency
DOID:0080028	spondyloepimetaphyseal dysplasia, Strudwick type	SYMP:0000568	short stature
DOID:0080044	hypochondrogenesis	SYMP:0000420	bloating
DOID:0080053	Albright's hereditary osteodystrophy	SYMP:0000568	short stature
DOID:0080075	Neu-Laxova syndrome 2	SYMP:0000369	ptosis
DOID:0080076	Neu-Laxova syndrome 1	SYMP:0000369	ptosis
DOID:0080091	spheroid body myopathy	SYMP:0000094	muscle weakness
DOID:0080100	congenital myopathy	SYMP:0000094	muscle weakness
DOID:0080101	Compton-North congenital myopathy	SYMP:0000094	muscle weakness
DOID:0080103	cylindrical spirals myopathy	SYMP:0000094	muscle weakness
DOID:0080119	mitochondrial DNA depletion syndrome 1	SYMP:0000369	ptosis
DOID:0080120	mitochondrial DNA depletion syndrome 2	SYMP:0000094	muscle weakness
DOID:0080123	mitochondrial DNA depletion syndrome 4b	SYMP:0000094	muscle weakness
DOID:0080129	mitochondrial DNA depletion syndrome 11	SYMP:0000094	muscle weakness
DOID:0080133	multiple mitochondrial dysfunctions syndrome 1	SYMP:0000094	muscle weakness
DOID:0080162	lupus nephritis	SYMP:0000061	inflammation
DOID:0080178	mucositis	SYMP:0000061	inflammation
DOID:0080193	superior semicircular canal dehiscence	SYMP:0020022	bone conduction hyperacusis
DOID:0080194	Carey-Fineman-Ziter syndrome	SYMP:0000369	ptosis
DOID:0080195	Marinesco-Sjogren syndrome	SYMP:0000094	muscle weakness
DOID:0080195	Marinesco-Sjogren syndrome	SYMP:0000363	progressive weakness
DOID:0080197	congenital muscular dystrophy with cataracts and intellectual disability	SYMP:0000094	muscle weakness
DOID:0080197	congenital muscular dystrophy with cataracts and intellectual disability	SYMP:0000363	progressive weakness
DOID:0080307	myofibrillar myopathy	SYMP:0000094	muscle weakness
DOID:0080307	myofibrillar myopathy	SYMP:0000363	progressive weakness
DOID:0080308	myofibrillar myopathy 8	SYMP:0000094	muscle weakness
DOID:0080308	myofibrillar myopathy 8	SYMP:0000363	progressive weakness
DOID:0080335	mitochondrial DNA depletion syndrome 12b	SYMP:0000094	muscle weakness
DOID:0080356	IgG4-related disease	SYMP:0000356	phlebitis
DOID:0080502	GM1 gangliosidosis type 1	SYMP:0000047	hepatosplenomegaly
DOID:0080536	hypermanganesemia with dystonia 1	SYMP:0000296	hepatic dysfunction
DOID:0080547	non-alcoholic steatohepatitis	SYMP:0000125	liver inflammation
DOID:0080554	congenital disorder of glycosylation Ib	SYMP:0000007	bleeding
DOID:0080554	congenital disorder of glycosylation Ib	SYMP:0019145	vomiting
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000005	ataxia
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000124	seizure
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000460	hepatomegaly
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000465	failure to thrive
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000526	ascites
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000538	edema
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0000570	diarrhea
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0019145	vomiting
DOID:0080560	congenital disorder of glycosylation Ih	SYMP:0020046	feeding problem
DOID:0080564	congenital disorder of glycosylation Il	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0080567	congenital disorder of glycosylation Ip	SYMP:0000007	bleeding
DOID:0080567	congenital disorder of glycosylation Ip	SYMP:0019145	vomiting
DOID:0080569	congenital disorder of glycosylation Ir	SYMP:0000296	hepatic dysfunction
DOID:0080570	congenital disorder of glycosylation It	SYMP:0000094	muscle weakness
DOID:0080574	congenital disorder of glycosylation Iy	SYMP:0019145	vomiting
DOID:0080600	COVID-19	SYMP:0000613	fever
DOID:0080600	COVID-19	SYMP:0000614	cough
DOID:0080600	COVID-19	SYMP:0019153	dyspnea
DOID:0080631	Elsahy-Waters syndrome	SYMP:0000369	ptosis
DOID:0080642	Middle East respiratory syndrome	SYMP:0000614	cough
DOID:0080718	GNE myopathy	SYMP:0000094	muscle weakness
DOID:0080719	proximal myopathy and ophthalmoplegia	SYMP:0000094	muscle weakness
DOID:0080737	Ehlers-Danlos syndrome musculocontractural type 2	SYMP:0000094	muscle weakness
DOID:0080741	limbic encephalitis	SYMP:0000124	seizure
DOID:0080745	polymyositis	SYMP:0000094	muscle weakness
DOID:0080746	Sweet syndrome	SYMP:0000900	allergic reaction
DOID:0080762	autosomal recessive limb-girdle muscular dystrophy type 2Z	SYMP:0000094	muscle weakness
DOID:0080762	autosomal recessive limb-girdle muscular dystrophy type 2Z	SYMP:0000363	progressive weakness
DOID:0080767	autoimmune myocarditis	SYMP:0000061	inflammation
DOID:0080786	Brown-Vialetto-Van Laere syndrome 2	SYMP:0000094	muscle weakness
DOID:0080811	extrinsic asthma	SYMP:0000900	allergic reaction
DOID:0080833	laryngomalacia	SYMP:0000513	stridor
DOID:0080841	pemphigoid	SYMP:0000009	blister
DOID:0080848	long COVID	SYMP:0000016	confusion
DOID:0080848	long COVID	SYMP:0000504	headache
DOID:0080848	long COVID	SYMP:0000529	tachycardia
DOID:0080848	long COVID	SYMP:0000543	memory loss
DOID:0080848	long COVID	SYMP:0000576	chest pain
DOID:0080848	long COVID	SYMP:0000610	dizziness
DOID:0080848	long COVID	SYMP:0000868	breathing problems
DOID:0080848	long COVID	SYMP:0019177	fatigue
DOID:0080848	long COVID	SYMP:0020004	ageusia
DOID:0080848	long COVID	SYMP:0020029	concentration difficulty
DOID:0080938	nonobstructive coronary artery disease	SYMP:0000099	pain
DOID:0080938	nonobstructive coronary artery disease	SYMP:0000443	shoulder pain
DOID:0080938	nonobstructive coronary artery disease	SYMP:0000754	severe chest pain
DOID:0080938	nonobstructive coronary artery disease	SYMP:0000829	neck pain
DOID:0080992	rhabdomyolysis-myalgia syndrome	SYMP:0000689	cramp
DOID:0081055	central diabetes insipidus	SYMP:0000565	polyuria
DOID:0081057	gestational diabetes insipidus	SYMP:0000565	polyuria
DOID:0081058	dipsogenic diabetes insipidus	SYMP:0000565	polyuria
DOID:0081076	blastic plasmacytoid dendritic cell neoplasm	SYMP:0000092	skin lesion
DOID:0081076	blastic plasmacytoid dendritic cell neoplasm	SYMP:0019142	lymphadenopathy
DOID:0090060	Wolcott-Rallison syndrome	SYMP:0000296	hepatic dysfunction
DOID:0090069	giant axonal neuropathy 2	SYMP:0000094	muscle weakness
DOID:0090104	Huntington's disease-like 2	SYMP:0000178	weight loss
DOID:0090110	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	SYMP:0000570	diarrhea
DOID:0090123	aromatic L-amino acid decarboxylase deficiency	SYMP:0000369	ptosis
DOID:0090127	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	SYMP:0000876	pericardial effusion
DOID:0090145	dopamine beta-hydroxylase deficiency	SYMP:0000369	ptosis
DOID:0110597	primary ciliary dyskinesia 22	SYMP:0000686	chronic cough
DOID:0110601	primary ciliary dyskinesia 12	SYMP:0000686	chronic cough
DOID:0110601	primary ciliary dyskinesia 12	SYMP:0020027	wet cough
DOID:0110602	primary ciliary dyskinesia 11	SYMP:0000475	underweight
DOID:0110602	primary ciliary dyskinesia 11	SYMP:0000686	chronic cough
DOID:0110602	primary ciliary dyskinesia 11	SYMP:0020027	wet cough
DOID:0110626	primary ciliary dyskinesia 2	SYMP:0000686	chronic cough
DOID:0110630	Wolfram syndrome 2	SYMP:0000007	bleeding
DOID:0110633	rigid spine muscular dystrophy 1	SYMP:0000094	muscle weakness
DOID:0110634	congenital muscular dystrophy 1B	SYMP:0000094	muscle weakness
DOID:0110636	congenital merosin-deficient muscular dystrophy 1A	SYMP:0000094	muscle weakness
DOID:0110638	congenital muscular dystrophy merosin-positive	SYMP:0000094	muscle weakness
DOID:0110657	congenital myasthenic syndrome 8	SYMP:0000094	muscle weakness
DOID:0110658	congenital myasthenic syndrome 15	SYMP:0000094	muscle weakness
DOID:0110660	congenital myasthenic syndrome 12	SYMP:0000094	muscle weakness
DOID:0110662	congenital myasthenic syndrome 1B	SYMP:0000094	muscle weakness
DOID:0110662	congenital myasthenic syndrome 1B	SYMP:0000363	progressive weakness
DOID:0110663	congenital myasthenic syndrome 1A	SYMP:0000094	muscle weakness
DOID:0110663	congenital myasthenic syndrome 1A	SYMP:0000363	progressive weakness
DOID:0110664	congenital myasthenic syndrome 3C	SYMP:0000094	muscle weakness
DOID:0110665	congenital myasthenic syndrome 3B	SYMP:0000094	muscle weakness
DOID:0110665	congenital myasthenic syndrome 3B	SYMP:0000363	progressive weakness
DOID:0110666	congenital myasthenic syndrome 3A	SYMP:0000094	muscle weakness
DOID:0110666	congenital myasthenic syndrome 3A	SYMP:0000363	progressive weakness
DOID:0110668	congenital myasthenic syndrome 10	SYMP:0000222	limb weakness
DOID:0110669	congenital myasthenic syndrome 14	SYMP:0000094	muscle weakness
DOID:0110669	congenital myasthenic syndrome 14	SYMP:0000363	progressive weakness
DOID:0110670	congenital myasthenic syndrome 9	SYMP:0000094	muscle weakness
DOID:0110673	congenital myasthenic syndrome 19	SYMP:0000094	muscle weakness
DOID:0110676	congenital myasthenic syndrome 13	SYMP:0000094	muscle weakness
DOID:0110677	congenital myasthenic syndrome 4B	SYMP:0000094	muscle weakness
DOID:0110677	congenital myasthenic syndrome 4B	SYMP:0000363	progressive weakness
DOID:0110678	congenital myasthenic syndrome 4A	SYMP:0000094	muscle weakness
DOID:0110678	congenital myasthenic syndrome 4A	SYMP:0000363	progressive weakness
DOID:0110679	congenital myasthenic syndrome 4C	SYMP:0000094	muscle weakness
DOID:0110680	congenital myasthenic syndrome 2C	SYMP:0000094	muscle weakness
DOID:0110681	congenital myasthenic syndrome 2A	SYMP:0000094	muscle weakness
DOID:0110681	congenital myasthenic syndrome 2A	SYMP:0000363	progressive weakness
DOID:0110683	congenital myasthenic syndrome 18	SYMP:0000094	muscle weakness
DOID:0110720	neuronal ceroid lipofuscinosis 4	SYMP:0000124	seizure
DOID:0110721	neuronal ceroid lipofuscinosis 1	SYMP:0000124	seizure
DOID:0110722	neuronal ceroid lipofuscinosis 7	SYMP:0000124	seizure
DOID:0110722	neuronal ceroid lipofuscinosis 7	SYMP:0000321	loss of vision
DOID:0110723	neuronal ceroid lipofuscinosis 8	SYMP:0000124	seizure
DOID:0110723	neuronal ceroid lipofuscinosis 8	SYMP:0000321	loss of vision
DOID:0110791	hereditary spastic paraplegia 3A	SYMP:0000094	muscle weakness
DOID:0110792	hereditary spastic paraplegia 4	SYMP:0000094	muscle weakness
DOID:0110792	hereditary spastic paraplegia 4	SYMP:0000363	progressive weakness
DOID:0110810	hereditary spastic paraplegia 5A	SYMP:0000094	muscle weakness
DOID:0110810	hereditary spastic paraplegia 5A	SYMP:0000363	progressive weakness
DOID:0110926	nemaline myopathy 1	SYMP:0000094	muscle weakness
DOID:0110929	nemaline myopathy 9	SYMP:0000094	muscle weakness
DOID:0110931	nemaline myopathy 10	SYMP:0000094	muscle weakness
DOID:0110933	nemaline myopathy 11	SYMP:0000094	muscle weakness
DOID:0110933	nemaline myopathy 11	SYMP:0000363	progressive weakness
DOID:0110935	nemaline myopathy 6	SYMP:0000094	muscle weakness
DOID:0110935	nemaline myopathy 6	SYMP:0000363	progressive weakness
DOID:0110938	autosomal dominant osteopetrosis 2	SYMP:0000672	abscess
DOID:0111040	glycogen storage disease IXd	SYMP:0000094	muscle weakness
DOID:0111041	glycogen storage disease IXb	SYMP:0000460	hepatomegaly
DOID:0111041	glycogen storage disease IXb	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0111041	glycogen storage disease IXb	SYMP:0000568	short stature
DOID:0111042	glycogen storage disease IXa	SYMP:0000460	hepatomegaly
DOID:0111042	glycogen storage disease IXa	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0111043	glycogen storage disease IXc	SYMP:0000460	hepatomegaly
DOID:0111043	glycogen storage disease IXc	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0111044	gray platelet syndrome	SYMP:0000007	bleeding
DOID:0111046	platelet-type bleeding disorder 10	SYMP:0000007	bleeding
DOID:0111047	platelet-type bleeding disorder 14	SYMP:0000007	bleeding
DOID:0111049	platelet-type bleeding disorder 17	SYMP:0000007	bleeding
DOID:0111050	Quebec platelet disorder	SYMP:0000007	bleeding
DOID:0111051	platelet-type bleeding disorder 18	SYMP:0000007	bleeding
DOID:0111053	platelet-type bleeding disorder 15	SYMP:0000007	bleeding
DOID:0111054	von Willebrand's disease 3	SYMP:0000007	bleeding
DOID:0111055	platelet-type bleeding disorder 20	SYMP:0000007	bleeding
DOID:0111057	platelet-type bleeding disorder 11	SYMP:0000007	bleeding
DOID:0111058	platelet-type bleeding disorder 12	SYMP:0000007	bleeding
DOID:0111059	Bernard-Soulier syndrome type A2	SYMP:0000007	bleeding
DOID:0111065	distal spinal muscular atrophy 2	SYMP:0000094	muscle weakness
DOID:0111066	congenital bile acid synthesis defect 5	SYMP:0000470	left upper quadrant abdominal rigidity
DOID:0111073	progressive familial heart block	SYMP:0000292	heart failure
DOID:0111073	progressive familial heart block	SYMP:0000407	syncope
DOID:0111073	progressive familial heart block	SYMP:0000457	abdominal pain
DOID:0111073	progressive familial heart block	SYMP:0000610	dizziness
DOID:0111073	progressive familial heart block	SYMP:0019153	dyspnea
DOID:0111075	progressive familial heart block type II	SYMP:0000823	sinus bradycardia
DOID:0111146	acquired von Willebrand syndrome	SYMP:0000007	bleeding
DOID:0111152	multicentric Castleman disease	SYMP:0000691	cytopenia
DOID:0111188	myofibrillar myopathy 9	SYMP:0000094	muscle weakness
DOID:0111188	myofibrillar myopathy 9	SYMP:0000363	progressive weakness
DOID:0111194	autosomal dominant adult-onset proximal spinal muscular atrophy	SYMP:0000094	muscle weakness
DOID:0111196	X-linked distal spinal muscular atrophy 3	SYMP:0000094	muscle weakness
DOID:0111199	distal hereditary motor neuronopathy type 7	SYMP:0000094	muscle weakness
DOID:0111200	distal hereditary motor neuronopathy type 1	SYMP:0000094	muscle weakness
DOID:0111201	distal hereditary motor neuronopathy type 7A	SYMP:0000094	muscle weakness
DOID:0111203	distal hereditary motor neuronopathy type 5	SYMP:0000094	muscle weakness
DOID:0111206	distal hereditary motor neuronopathy type 2	SYMP:0000094	muscle weakness
DOID:0111211	distal spinal muscular atrophy type 3	SYMP:0000094	muscle weakness
DOID:0111212	distal hereditary motor neuronopathy type 9	SYMP:0000094	muscle weakness
DOID:0111212	distal hereditary motor neuronopathy type 9	SYMP:0000363	progressive weakness
DOID:0111213	distal spinal muscular atrophy type 4	SYMP:0000094	muscle weakness
DOID:0111213	distal spinal muscular atrophy type 4	SYMP:0000363	progressive weakness
DOID:0111214	distal spinal muscular atrophy type 5	SYMP:0000094	muscle weakness
DOID:0111214	distal spinal muscular atrophy type 5	SYMP:0000363	progressive weakness
DOID:0111215	distal hereditary motor neuronopathy type 8	SYMP:0000094	muscle weakness
DOID:0111223	centronuclear myopathy 1	SYMP:0000094	muscle weakness
DOID:0111223	centronuclear myopathy 1	SYMP:0000363	progressive weakness
DOID:0111226	X-linked congenital myopathy with fiber-type disproportion	SYMP:0000369	ptosis
DOID:0111226	X-linked congenital myopathy with fiber-type disproportion	SYMP:0000706	facial weakness
DOID:0111229	congenital muscular dystrophy-dystroglycanopathy type A	SYMP:0000094	muscle weakness
DOID:0111263	combined malonic and methylmalonic acidemia	SYMP:0000465	failure to thrive
DOID:0111273	NARP syndrome	SYMP:0000094	muscle weakness
DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	SYMP:0000047	hepatosplenomegaly
DOID:0111330	combined saposin deficiency	SYMP:0000047	hepatosplenomegaly
DOID:0111333	early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	SYMP:0000094	muscle weakness
DOID:0111335	myopathy with extrapyramidal signs	SYMP:0000094	muscle weakness
DOID:0111340	dominant optic atrophy plus syndrome	SYMP:0000005	ataxia
DOID:0111340	dominant optic atrophy plus syndrome	SYMP:0000058	hyperreflexia
DOID:0111340	dominant optic atrophy plus syndrome	SYMP:0000093	muscle cramp
DOID:0111340	dominant optic atrophy plus syndrome	SYMP:0000321	loss of vision
DOID:0111389	mucopolysaccharidosis Ih/s	SYMP:0000047	hepatosplenomegaly
DOID:0111389	mucopolysaccharidosis Ih/s	SYMP:0000234	cloudy cornea
DOID:0111389	mucopolysaccharidosis Ih/s	SYMP:0000568	short stature
DOID:0111390	mucopolysaccharidosis Ih	SYMP:0000047	hepatosplenomegaly
DOID:0111414	trichohepatoenteric syndrome	SYMP:0000570	diarrhea
DOID:0111457	STING-associated vasculopathy with onset in infancy	SYMP:0000132	necrosis
DOID:0111497	combined oxidative phosphorylation deficiency 34	SYMP:0000296	hepatic dysfunction
DOID:0111500	combined oxidative phosphorylation deficiency 23	SYMP:0020049	delayed psychomotor development
DOID:0111515	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 2	SYMP:0000094	muscle weakness
DOID:0111516	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 4	SYMP:0000094	muscle weakness
DOID:0111519	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions  6	SYMP:0000094	muscle weakness
DOID:0111538	paramyotonia congenita of Von Eulenburg	SYMP:0000094	muscle weakness
DOID:0111551	neurogenic scapuloperoneal syndrome Kaeser type	SYMP:0000094	muscle weakness
DOID:0111552	scapuloperoneal spinal muscular atrophy	SYMP:0000094	muscle weakness
DOID:0111560	Charcot-Marie-Tooth disease type 1G	SYMP:0000094	muscle weakness
DOID:0111683	neurofibromatosis-Noonan syndrome	SYMP:0000094	muscle weakness
DOID:0111683	neurofibromatosis-Noonan syndrome	SYMP:0000369	ptosis
DOID:0111746	cerebellar ataxia type 48	SYMP:0000005	ataxia
DOID:0112072	nuclear type mitochondrial complex I deficiency 20	SYMP:0000094	muscle weakness
DOID:1002	endometritis	SYMP:0000061	inflammation
DOID:10027	tabes dorsalis	SYMP:0000005	ataxia
DOID:10027	tabes dorsalis	SYMP:0000300	hyperesthesia
DOID:10027	tabes dorsalis	SYMP:0000435	paresthesia
DOID:10035	asymptomatic neurosyphilis	SYMP:0019173	meningitis
DOID:10071	larynx squamous papilloma	SYMP:0019181	hoarseness
DOID:10073	syphilitic meningitis	SYMP:0000061	inflammation
DOID:10074	hymenolepiasis	SYMP:0000177	weakness
DOID:10074	hymenolepiasis	SYMP:0000570	diarrhea
DOID:10075	diphyllobothriasis	SYMP:0000178	weight loss
DOID:10075	diphyllobothriasis	SYMP:0000188	abdominal discomfort
DOID:10075	diphyllobothriasis	SYMP:0000570	diarrhea
DOID:10075	diphyllobothriasis	SYMP:0019145	vomiting
DOID:10112	sleeping sickness	SYMP:0000005	ataxia
DOID:10112	sleeping sickness	SYMP:0000016	confusion
DOID:10112	sleeping sickness	SYMP:0000064	joint pain
DOID:10112	sleeping sickness	SYMP:0000432	itching
DOID:10112	sleeping sickness	SYMP:0000504	headache
DOID:10112	sleeping sickness	SYMP:0000566	sleep disturbance
DOID:10112	sleeping sickness	SYMP:0000613	fever
DOID:10112	sleeping sickness	SYMP:0000765	sensory disturbance
DOID:10159	osteonecrosis	SYMP:0000132	necrosis
DOID:10223	dermatomyositis	SYMP:0000094	muscle weakness
DOID:1024	leprosy	SYMP:0000092	skin lesion
DOID:10242	ehrlichiosis	SYMP:0000487	rash
DOID:10242	ehrlichiosis	SYMP:0000504	headache
DOID:10242	ehrlichiosis	SYMP:0019177	fatigue
DOID:10250	louping ill	SYMP:0000075	lethargy
DOID:10250	louping ill	SYMP:0000613	fever
DOID:10250	louping ill	SYMP:0019161	muscle pain
DOID:10264	mumps	SYMP:0000187	tiredness
DOID:10264	mumps	SYMP:0000309	loss of appetite
DOID:10264	mumps	SYMP:0000504	headache
DOID:10264	mumps	SYMP:0000613	fever
DOID:10301	parotitis	SYMP:0000061	inflammation
DOID:10314	endocarditis	SYMP:0000061	inflammation
DOID:10322	berylliosis	SYMP:0000900	allergic reaction
DOID:10323	byssinosis	SYMP:0020032	chest tightness
DOID:10361	eosinophilic meningitis	SYMP:0000435	paresthesia
DOID:10361	eosinophilic meningitis	SYMP:0000610	dizziness
DOID:10371	yaws	SYMP:0000092	skin lesion
DOID:10398	pneumonic plague	SYMP:0000613	fever
DOID:10398	pneumonic plague	SYMP:0000614	cough
DOID:10398	pneumonic plague	SYMP:0000868	breathing problems
DOID:10398	pneumonic plague	SYMP:0019174	chills
DOID:10439	Mooren's ulcer	SYMP:0000061	inflammation
DOID:10456	tonsillitis	SYMP:0000061	inflammation
DOID:10456	tonsillitis	SYMP:0000493	dysphagia
DOID:10456	tonsillitis	SYMP:0000504	headache
DOID:10456	tonsillitis	SYMP:0000613	fever
DOID:10456	tonsillitis	SYMP:0000614	cough
DOID:10456	tonsillitis	SYMP:0019174	chills
DOID:10456	tonsillitis	SYMP:0020055	pharynx inflammation
DOID:10457	Legionnaires' disease	SYMP:0000613	fever
DOID:10457	Legionnaires' disease	SYMP:0000614	cough
DOID:10457	Legionnaires' disease	SYMP:0019174	chills
DOID:10458	legionellosis	SYMP:0000025	dry cough
DOID:10458	legionellosis	SYMP:0000504	headache
DOID:10458	legionellosis	SYMP:0000570	diarrhea
DOID:10458	legionellosis	SYMP:0000613	fever
DOID:10525	double pterygium	SYMP:0000321	loss of vision
DOID:10526	conjunctival pterygium	SYMP:0000321	loss of vision
DOID:10556	supine hypotensive syndrome	SYMP:0000450	shock
