name	url	type
signatureSearch	https://bioconductor.org/packages/release/bioc/html/signatureSearch.html	resource
simona	https://bioconductor.org/packages/simona/	resource
SPOKE	https://spoke.rbvi.ucsf.edu/	resource
SugarbindDB	https://sugarbind.expasy.org/	resource
SurvExpress	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3774754/	resource
SurvMicro	https://academic.oup.com/bioinformatics/article/30/11/1630/284047	resource
SVMDO	https://doi.org/10.18129/B9.bioc.SVMDO	methodology
SympGAN	http://www.sympgan.org/	resource
tagger (tagcorpus)	https://github.com/larsjuhljensen/tagger	resource
Target Central Resource Db	http://juniper.health.unm.edu/tcrd/	resource
TargetMine	http://targetmine.mizuguchilab.org/	resource
TarKG	https://tarkg.ddtmlab.org/	resource
TCIA: The Cancer Imaging Archive	https://www.cancerimagingarchive.net/	resource
TCMBank: Trad Chinese Med Bank	https://TCMBank.CN/	resource
TIN-X	https://www.newdrugtargets.org/	resource
TissueNexus	https://www.diseaselinks.com/TissueNexus/	resource
ToxDAR	https://github.com/TMCjp/ToxDAR	resource
TOXic Process Ontology (TXPO)	https://obofoundry.org/ontology/txpo.html	ontology
TOXPILOT	https://toxpilot.nibiohn.go.jp/	resource
Translational Med Ontology (TMO)	https://bioportal.bioontology.org/ontologies/TMO	ontology
TRRUST	http://www.grnpedia.org/trrust/	resource
TSGene	https://bioinfo.uth.edu/TSGene/	resource
UBKG	https://github.com/x-atlas-consortia/ubkg-etl	resource
UFO	https://github.com/hauldhut/ufo	resource
UniCarbKB	https://pubmed.ncbi.nlm.nih.gov/26940363/	resource
UPHO: Urban Pop Health Observ	https://pubmed.ncbi.nlm.nih.gov/35857363	methodology
Vaccine Informed Cons Ont (VICO)	http://www.ontobee.org/ontology/VICO	ontology
Vaccine Ontology (VO)	https://obofoundry.org/ontology/vo.html	ontology
VarGuideAtlas	https://genomics-hub.pros.dsic.upv.es:3016/	resource
VectorBase	https://www.vectorbase.org/	resource
VEuPathDB Ontology (eupath)	https://obofoundry.org/ontology/eupath.html	ontology
VICC	https://search.cancervariants.org/#*	resource
VIPR: Virus Pathogen Resource	https://www.viprbrc.org/brc/home.spg?decorator=vipr	resource
Viruses.STRING	http://viruses.string-db.org/	resource
VRNetzer	https://github.com/menchelab/VRNetzer	methodology
Wikidata	https://www.wikidata.org/	resource
Wikipathways	https://www.wikipathways.org/index.php/WikiPathways	resource
WormBase	https://wormbase.org/	resource
Xenbase	http://www.xenbase.org/	resource
XGR: eXploring Genomic Relations	http://xgr.r-forge.r-project.org/	resource
YMLA: Yeast Multiple List Analyzer	https://cosbi7.ee.ncku.edu.tw/YMLA/	resource
ZFIN	https://zfin.org/	resource
